id,bud.type,group,lo.doy,EOS,EOS.DOY,bud.length.x,bud.length.y,diff,total.rel.growth,lo.timing,treatment.timing,cooling.level,treat.cool.combined
U462,lateral,U,148,2023-09-20,263,4.92,15.38,10.46,68.01040312093627,late,August,Extreme,August.Extreme
U463,apical,U,148,2023-09-16,259,8.43,24.2,15.77,65.16528925619835,late,August,Extreme,August.Extreme
U463,lateral,U,148,2023-09-23,266,6.17,19.89,13.72,68.97938662644545,late,August,Extreme,August.Extreme
U464,apical,U,148,2023-09-22,265,7.03,15.53,8.5,54.73277527366387,late,August,Extreme,August.Extreme
U464,lateral,U,148,2023-09-05,248,5.21,14.36,9.149999999999999,63.718662952646234,late,August,Extreme,August.Extreme
U465,apical,U,148,2023-09-17,260,5.35,19.15,13.799999999999999,72.0626631853786,late,August,Extreme,August.Extreme
U465,lateral,U,148,2023-09-21,264,5.54,16.8,11.260000000000002,67.02380952380953,late,August,Extreme,August.Extreme
U466,apical,U,143,2023-09-23,266,2.22,10.34,8.12,78.52998065764024,late,August,Extreme,August.Extreme
U466,lateral,U,143,2023-09-19,262,2.76,14.34,11.58,80.75313807531381,late,August,Extreme,August.Extreme
U467,apical,U,148,2023-09-25,268,5.75,17.15,11.399999999999999,66.47230320699708,late,August,Extreme,August.Extreme
U467,lateral,U,148,2023-10-05,278,5.1,17.09,11.99,70.15798712697485,late,August,Extreme,August.Extreme
U468,apical,U,148,2023-09-23,266,5.56,16.46,10.900000000000002,66.22114216281896,late,August,Extreme,August.Extreme
U468,lateral,U,148,2023-09-24,267,4.96,14.53,9.57,65.86373021335167,late,August,Extreme,August.Extreme
