id,group,number,cooling.level,lo.timing,treatment.timing,lo.doy,measurement.date,apical,lateral
R384,R,384,1,early,2,125,15.09.23,15.01,12.64
R385,R,385,1,early,2,129,15.09.23,20.55,16.87
R386,R,386,1,early,2,125,15.09.23,21.84,21.48
R387,R,387,1,early,2,121,15.09.23,20.08,21.96
S388,S,388,1,late,2,150,15.09.23,24.73,22.82
S389,S,389,1,late,2,150,15.09.23,11.82,17.85
S390,S,390,1,late,2,148,15.09.23,16.75,16.84
S391,S,391,1,late,2,148,15.09.23,17.03,15.15
S392,S,392,1,late,2,150,15.09.23,15.59,11.21
S393,S,393,1,late,2,150,15.09.23,16.68,14.31
S394,S,394,1,late,2,148,15.09.23,13.21,13.88
S395,S,395,1,late,2,151,15.09.23,16.32,14.05
S396,S,396,1,late,2,148,15.09.23,11.22,8.87
S397,S,397,1,late,2,148,15.09.23,11.07,17.82
S398,S,398,1,late,2,148,15.09.23,16.2,17.93
S399,S,399,1,late,2,148,15.09.23,15.77,16.99
S400,S,400,1,late,2,150,15.09.23,14.6,12.36
S401,S,401,1,late,2,150,15.09.23,10.52,14.31
S402,S,402,1,late,2,148,15.09.23,19.6,17.78
S403,S,403,1,late,2,148,15.09.23,17.85,11.58
S404,S,404,1,late,2,148,15.09.23,18.21,17.33
S405,S,405,1,late,2,148,15.09.23,15.25,12.62
S406,S,406,1,late,2,148,15.09.23,14.98,14.31
S407,S,407,1,late,2,150,15.09.23,19.4,13.75
S408,S,408,1,late,2,150,15.09.23,19.41,15.92
S409,S,409,1,late,2,148,15.09.23,19.3,16.51
S410,S,410,1,late,2,148,15.09.23,20.08,16.17
S411,S,411,1,late,2,148,15.09.23,19.27,14.39
S412,S,412,1,late,2,150,15.09.23,14.16,12.46
S413,S,413,1,late,2,148,15.09.23,19.15,14.36
S414,S,414,1,late,2,151,15.09.23,13.38,12.61
T415,T,415,2,early,2,129,15.09.23,13.43,11.4
T416,T,416,2,early,2,145,15.09.23,13.45,11.2
T417,T,417,2,early,2,136,15.09.23,28.21,13.35
T418,T,418,2,early,2,130,15.09.23,16.13,13.77
T419,T,419,2,early,2,130,15.09.23,17.83,14.47
T420,T,420,2,early,2,129,15.09.23,21.3,15.91
T421,T,421,2,early,2,125,15.09.23,12.62,11.48
T422,T,422,2,early,2,136,15.09.23,16.67,14.73
T423,T,423,2,early,2,129,15.09.23,16.29,15.26
T424,T,424,2,early,2,136,15.09.23,14.21,12.54
T425,T,425,2,early,2,136,15.09.23,13.69,10.88
T426,T,426,2,early,2,138,15.09.23,13.55,12.9
T427,T,427,2,early,2,136,15.09.23,17.23,14.99
T428,T,428,2,early,2,131,15.09.23,20.93,16.2
T429,T,429,2,early,2,131,15.09.23,14.19,10.27
T430,T,430,2,early,2,130,15.09.23,12.66,11.94
T431,T,431,2,early,2,131,15.09.23,17.41,15.39
T432,T,432,2,early,2,121,15.09.23,16.77,12.83
T433,T,433,2,early,2,129,15.09.23,15.73,13.73
T434,T,434,2,early,2,136,15.09.23,14.73,13.72
T435,T,435,2,early,2,121,15.09.23,17.53,15.08
T436,T,436,2,early,2,136,15.09.23,14.47,15.02
T437,T,437,2,early,2,131,15.09.23,18.89,14.53
T438,T,438,2,early,2,131,15.09.23,10.91,11.28
T439,T,439,2,early,2,131,15.09.23,15.65,12.08
T440,T,440,2,early,2,145,15.09.23,16.49,13.35
U442,U,442,2,late,2,148,15.09.23,13.58,13.45
U443,U,443,2,late,2,148,15.09.23,13.67,11.01
U444,U,444,2,late,2,148,15.09.23,14.81,13.06
U445,U,445,2,late,2,150,15.09.23,11.6,9.73
U446,U,446,2,late,2,148,15.09.23,15.91,13.66
U447,U,447,2,late,2,148,15.09.23,17.07,16.79
U448,U,448,2,late,2,148,15.09.23,15.18,17.19
U449,U,449,2,late,2,148,15.09.23,8.78,14.42
U450,U,450,2,late,2,148,15.09.23,13.1,11.96
U451,U,451,2,late,2,148,15.09.23,12.57,11
U452,U,452,2,late,2,148,15.09.23,13.36,10.24
U453,U,453,2,late,2,145,15.09.23,14.19,18.79
U454,U,454,2,late,2,148,15.09.23,16.01,14.32
U455,U,455,2,late,2,151,15.09.23,16.91,10.63
U456,U,456,2,late,2,150,15.09.23,14.34,15.04
U457,U,457,2,late,2,148,15.09.23,15.09,12.48
U458,U,458,2,late,2,148,15.09.23,16.4,13.5
U459,U,459,2,late,2,148,15.09.23,22.38,21.28
U460,U,460,2,late,2,148,15.09.23,11.04,16.08
U461,U,461,2,late,2,148,15.09.23,17.3,15.69
U462,U,462,2,late,2,148,15.09.23,16.33,14.89
U463,U,463,2,late,2,148,15.09.23,22.51,17.58
U464,U,464,2,late,2,148,15.09.23,12.92,14.36
U465,U,465,2,late,2,148,15.09.23,17.57,15.15
U466,U,466,2,late,2,143,15.09.23,8.03,13.22
U467,U,467,2,late,2,148,15.09.23,14.68,14.66
U468,U,468,2,late,2,148,15.09.23,15.02,12.46
L199,L,199,3,early,3,131,29.09.23,19.98,18.72
L200,L,200,3,early,3,136,29.09.23,18.9,18.69
L201,L,201,3,early,3,136,29.09.23,19.07,16.78
L202,L,202,3,early,3,131,29.09.23,15.8,16.84
L203,L,203,3,early,3,131,29.09.23,20.06,17.02
L204,L,204,3,early,3,129,29.09.23,23.29,17.08
L205,L,205,3,early,3,131,29.09.23,18.96,16.53
L206,L,206,3,early,3,121,29.09.23,20.24,17.48
L207,L,207,3,early,3,142,29.09.23,19.46,19.61
L208,L,208,3,early,3,129,29.09.23,21.45,18.45
L209,L,209,3,early,3,137,29.09.23,20.23,19.15
L210,L,210,3,early,3,131,29.09.23,20.07,19.81
L211,L,211,3,early,3,131,29.09.23,22.68,20.14
L212,L,212,3,early,3,129,29.09.23,19.26,16.69
L213,L,213,3,early,3,129,29.09.23,18.38,16.55
L214,L,214,3,early,3,129,29.09.23,12.32,11.78
L215,L,215,3,early,3,131,29.09.23,24.69,20.08
L216,L,216,3,early,3,139,29.09.23,16.61,17.66
L217,L,217,3,early,3,136,29.09.23,10.48,8.46
L218,L,218,3,early,3,125,29.09.23,25.28,20.21
L219,L,219,3,early,3,129,29.09.23,23.33,18.63
L220,L,220,3,early,3,121,29.09.23,12.12,11.12
L221,L,221,3,early,3,137,29.09.23,18.19,16.62
L222,L,222,3,early,3,129,29.09.23,23.11,16.38
L223,L,223,3,early,3,131,29.09.23,30.1,20.57
L224,L,224,3,early,3,129,29.09.23,27.41,21.35
L225,L,225,3,early,3,144,29.09.23,17.12,13.27
M226,M,226,3,late,3,148,29.09.23,18.29,16.4
M227,M,227,3,late,3,148,29.09.23,Bud lost,18.73
M228,M,228,3,late,3,148,29.09.23,22.01,18.37
M229,M,229,3,late,3,148,29.09.23,20.49,15.62
M230,M,230,3,late,3,148,29.09.23,23.41,21.5
M231,M,231,3,late,3,148,29.09.23,18.88,16.32
M232,M,232,3,late,3,145,29.09.23,18.28,16.95
M233,M,233,3,late,3,148,29.09.23,25.49,19.29
M234,M,234,3,late,3,148,29.09.23,22.38,19.6
M235,M,235,3,late,3,148,29.09.23,18.05,15.42
M236,M,236,3,late,3,151,29.09.23,16.49,16.6
M237,M,237,3,late,3,150,29.09.23,17.5,17.11
M238,M,238,3,late,3,148,29.09.23,29.58,23.3
M239,M,239,3,late,3,148,29.09.23,16.33,15.95
M240,M,240,3,late,3,148,29.09.23,17.52,17.06
M241,M,241,3,late,3,148,29.09.23,24.35,15.87
M242,M,242,3,late,3,148,29.09.23,7.82,18.21
M243,M,243,3,late,3,148,29.09.23,19.94,15.08
M244,M,244,3,late,3,148,29.09.23,20.98,18.9
M245,M,245,3,late,3,148,29.09.23,24.81,20.59
M246,M,246,3,late,3,148,29.09.23,17.09,16.16
M247,M,247,3,late,3,148,29.09.23,21.81,18.14
M248,M,248,3,late,3,148,29.09.23,22.39,21.06
M249,M,249,3,late,3,148,29.09.23,18.52,14.47
M250,M,250,3,late,3,148,29.09.23,21.63,16.32
M251,M,251,3,late,3,148,29.09.23,24.47,21.74
N253,N,253,1,early,1,129,29.09.23,9.66,8.87
N254,N,254,1,early,1,129,29.09.23,18.88,16.39
N255,N,255,1,early,1,125,29.09.23,14.87,14.87
N256,N,256,1,early,1,129,29.09.23,10.55,14.88
N257,N,257,1,early,1,121,29.09.23,21.13,17.63
N258,N,258,1,early,1,131,29.09.23,16.01,19.08
N259,N,259,1,early,1,129,29.09.23,15.8,13.86
N260,N,260,1,early,1,131,29.09.23,14.18,13.34
N261,N,261,1,early,1,144,29.09.23,15.39,12.42
N262,N,262,1,early,1,138,29.09.23,20.27,18.44
N263,N,263,1,early,1,136,29.09.23,18.25,14.28
N264,N,264,1,early,1,129,29.09.23,12.68,14.68
N265,N,265,1,early,1,129,29.09.23,19.58,17.63
N266,N,266,1,early,1,129,29.09.23,12.97,12.84
N267,N,267,1,early,1,129,29.09.23,18.71,16.95
N268,N,268,1,early,1,125,29.09.23,16.33,12.91
N269,N,269,1,early,1,142,29.09.23,10.63,10.29
N270,N,270,1,early,1,136,29.09.23,15.4,18.18
N271,N,271,1,early,1,136,29.09.23,16.62,16.95
N272,N,272,1,early,1,129,29.09.23,20.42,15.47
N273,N,273,1,early,1,129,29.09.23,14.23,16
N274,N,274,1,early,1,125,29.09.23,13.31,14.52
N275,N,275,1,early,1,129,29.09.23,14.68,12.38
N276,N,276,1,early,1,136,29.09.23,17.37,19.59
N277,N,277,1,early,1,129,29.09.23,21.11,13.04
N278,N,278,1,early,1,137,29.09.23,26.9,16.52
O280,O,280,1,late,1,148,29.09.23,21.37,19.8
O281,O,281,1,late,1,150,29.09.23,16.24,13.56
O282,O,282,1,late,1,148,29.09.23,15.8,16.9
O283,O,283,1,late,1,148,29.09.23,14.04,15.56
O284,O,284,1,late,1,148,29.09.23,23.28,17.81
O285,O,285,1,late,1,148,29.09.23,15.95,14.88
O286,O,286,1,late,1,150,29.09.23,12.99,12.4
O287,O,287,1,late,1,148,29.09.23,21.4,16.54
O288,O,288,1,late,1,155,29.09.23,13.49,13.18
O289,O,289,1,late,1,148,29.09.23,17.66,17.59
O290,O,290,1,late,1,148,29.09.23,18.79,17.49
O291,O,291,1,late,1,148,29.09.23,10.36,17.46
O292,O,292,1,late,1,148,29.09.23,16.72,15.73
O293,O,293,1,late,1,148,29.09.23,19.7,15.4
O294,O,294,1,late,1,148,29.09.23,19.59,13.14
O295,O,295,1,late,1,148,29.09.23,18.88,13.47
O296,O,296,1,late,1,148,29.09.23,14.86,17.02
O297,O,297,1,late,1,148,29.09.23,15.29,14.27
O298,O,298,1,late,1,150,29.09.23,24.68,21.87
O299,O,299,1,late,1,148,29.09.23,19.05,18.03
O300,O,300,1,late,1,148,29.09.23,17.84,16.7
O301,O,301,1,late,1,148,29.09.23,21.07,19.18
O302,O,302,1,late,1,148,29.09.23,18.86,17.29
O303,O,303,1,late,1,148,29.09.23,17.53,14.5
O304,O,304,1,late,1,148,29.09.23,21.02,14.48
O305,O,305,1,late,1,150,29.09.23,22.87,21.79
O306,O,306,1,late,1,148,29.09.23,15.29,18.48
P307,P,307,2,early,1,131,29.09.23,11.96,12.14
P308,P,308,2,early,1,125,29.09.23,17.53,14.99
P309,P,309,2,early,1,136,29.09.23,17.52,15.83
P310,P,310,2,early,1,125,29.09.23,16.89,16.14
P311,P,311,2,early,1,142,29.09.23,11.6,11.83
P312,P,312,2,early,1,125,29.09.23,16.35,15.44
P313,P,313,2,early,1,143,29.09.23,15.26,11.09
P314,P,314,2,early,1,131,29.09.23,15.84,14.05
P315,P,315,2,early,1,129,29.09.23,15.68,15.16
P316,P,316,2,early,1,125,29.09.23,14.67,18.59
P317,P,317,2,early,1,129,29.09.23,13.84,15.52
P318,P,318,2,early,1,131,29.09.23,19.5,19.99
P319,P,319,2,early,1,131,29.09.23,17.39,12.56
P320,P,320,2,early,1,129,29.09.23,15.43,15.15
P321,P,321,2,early,1,129,29.09.23,20.41,16.18
P322,P,322,2,early,1,129,29.09.23,15.99,14.47
P323,P,323,2,early,1,129,29.09.23,16.48,17.81
P324,P,324,2,early,1,129,29.09.23,17.56,13.97
P325,P,325,2,early,1,125,29.09.23,14.37,15.18
P326,P,326,2,early,1,131,29.09.23,11.77,12.31
P327,P,327,2,early,1,131,29.09.23,15.83,14.93
P328,P,328,2,early,1,125,29.09.23,11.86,15.14
P329,P,329,2,early,1,131,29.09.23,15.49,14.62
P330,P,330,2,early,1,129,29.09.23,12.82,16.21
P331,P,331,2,early,1,131,29.09.23,13.22,12.19
P332,P,332,2,early,1,131,29.09.23,15.58,14.5
P333,P,333,2,early,1,131,29.09.23,9.81,9.92
Q334,Q,334,2,late,1,148,29.09.23,15.97,15.7
Q335,Q,335,2,late,1,150,29.09.23,16.74,11.08
Q336,Q,336,2,late,1,148,29.09.23,8.1,14.26
Q337,Q,337,2,late,1,151,29.09.23,8.2,12.03
Q338,Q,338,2,late,1,148,29.09.23,14.16,12.82
Q339,Q,339,2,late,1,148,29.09.23,18.07,18.68
Q340,Q,340,2,late,1,150,29.09.23,17.55,12.63
Q341,Q,341,2,late,1,148,29.09.23,17.03,15.67
Q342,Q,342,2,late,1,148,29.09.23,17.74,16.4
Q343,Q,343,2,late,1,148,29.09.23,12.88,15.6
Q344,Q,344,2,late,1,150,29.09.23,16.65,14.11
Q345,Q,345,2,late,1,148,29.09.23,14.77,15.65
Q346,Q,346,2,late,1,148,29.09.23,17.64,14.65
Q347,Q,347,2,late,1,150,29.09.23,12.62,12.73
Q348,Q,348,2,late,1,148,29.09.23,14.35,13.71
Q349,Q,349,2,late,1,148,29.09.23,15.68,14.63
Q350,Q,350,2,late,1,151,29.09.23,17.68,16.86
Q351,Q,351,2,late,1,148,29.09.23,17.04,14.26
Q352,Q,352,2,late,1,148,29.09.23,19.16,13.05
Q353,Q,353,2,late,1,150,29.09.23,17.09,13.93
Q354,Q,354,2,late,1,148,29.09.23,13.72,14.35
Q355,Q,355,2,late,1,148,29.09.23,15.77,14.62
Q356,Q,356,2,late,1,148,29.09.23,17.69,15.5
Q357,Q,357,2,late,1,150,29.09.23,16.87,19.23
Q358,Q,358,2,late,1,148,29.09.23,10.04,11.17
Q359,Q,359,2,late,1,150,29.09.23,20.54,13.93
Q360,Q,360,2,late,1,148,29.09.23,15.69,13.03
R361,R,361,1,early,2,131,29.09.23,17.75,12.96
R362,R,362,1,early,2,131,29.09.23,24.1,16.89
R363,R,363,1,early,2,129,29.09.23,20.4,21.5
R364,R,364,1,early,2,131,29.09.23,26.79,23.99
R365,R,365,1,early,2,131,29.09.23,25.87,16.86
R366,R,366,1,early,2,129,29.09.23,19.67,17.22
R367,R,367,1,early,2,136,29.09.23,22.69,19.16
R368,R,368,1,early,2,129,29.09.23,18.5,15.75
R369,R,369,1,early,2,144,29.09.23,24.3,21.84
R370,R,370,1,early,2,137,29.09.23,21.26,19.88
R371,R,371,1,early,2,121,29.09.23,22.18,17.71
R372,R,372,1,early,2,142,29.09.23,21.23,16.08
R373,R,373,1,early,2,125,29.09.23,17.83,14.67
R374,R,374,1,early,2,129,29.09.23,22.73,15
R375,R,375,1,early,2,136,29.09.23,21.81,18.52
R376,R,376,1,early,2,129,29.09.23,13.6,14.7
R377,R,377,1,early,2,121,29.09.23,18.37,16.66
R378,R,378,1,early,2,125,29.09.23,23.81,15.36
R379,R,379,1,early,2,139,29.09.23,21.82,13.65
R380,R,380,1,early,2,125,29.09.23,26.5,20.62
R381,R,381,1,early,2,129,29.09.23,14.33,11.37
R382,R,382,1,early,2,136,29.09.23,18.73,16.82
R383,R,383,1,early,2,129,29.09.23,26.89,20.55
R384,R,384,1,early,2,125,29.09.23,15.16,13.76
R385,R,385,1,early,2,129,29.09.23,21.37,17.23
R386,R,386,1,early,2,125,29.09.23,23.23,22.1
R387,R,387,1,early,2,121,29.09.23,21.37,23.04
S388,S,388,1,late,2,150,29.09.23,27.74,23.59
S389,S,389,1,late,2,150,29.09.23,14.09,19.2
S390,S,390,1,late,2,148,29.09.23,18.22,17.79
S391,S,391,1,late,2,148,29.09.23,18.17,16.26
S392,S,392,1,late,2,150,29.09.23,17.57,12.56
S393,S,393,1,late,2,150,29.09.23,17.35,15.58
S394,S,394,1,late,2,148,29.09.23,14.69,14.2
S395,S,395,1,late,2,151,29.09.23,16.92,14.29
S396,S,396,1,late,2,148,29.09.23,12.66,10.33
S397,S,397,1,late,2,148,29.09.23,12.41,19.01
S398,S,398,1,late,2,148,29.09.23,19.57,19.49
S399,S,399,1,late,2,148,29.09.23,16.95,17.77
S400,S,400,1,late,2,150,29.09.23,15.62,13.29
S401,S,401,1,late,2,150,29.09.23,12.52,14.41
S402,S,402,1,late,2,148,29.09.23,20.67,19.15
S403,S,403,1,late,2,148,29.09.23,19.1,11.8
S404,S,404,1,late,2,148,29.09.23,20.7,19.68
S405,S,405,1,late,2,148,29.09.23,15.43,13.13
S406,S,406,1,late,2,148,29.09.23,15.46,15.53
S407,S,407,1,late,2,150,29.09.23,20.84,14.54
S408,S,408,1,late,2,150,29.09.23,20.52,16.37
S409,S,409,1,late,2,148,29.09.23,21.52,17.67
S410,S,410,1,late,2,148,29.09.23,20.53,16.24
S411,S,411,1,late,2,148,29.09.23,20.36,15.35
S412,S,412,1,late,2,150,29.09.23,16.3,13.39
S413,S,413,1,late,2,148,29.09.23,19.89,14.42
S414,S,414,1,late,2,151,29.09.23,16,13.8
T415,T,415,2,early,2,129,29.09.23,13.59,11.54
T416,T,416,2,early,2,145,29.09.23,14.86,12.14
T417,T,417,2,early,2,136,29.09.23,28.72,14.48
T418,T,418,2,early,2,130,29.09.23,16.35,14.14
T419,T,419,2,early,2,130,29.09.23,19.09,15.35
T420,T,420,2,early,2,129,29.09.23,22.75,17.6
T421,T,421,2,early,2,125,29.09.23,13.57,11.98
T422,T,422,2,early,2,136,29.09.23,18.23,16.59
T423,T,423,2,early,2,129,29.09.23,17.95,16.97
T424,T,424,2,early,2,136,29.09.23,14.28,13.2
T425,T,425,2,early,2,136,29.09.23,14.74,11.47
T426,T,426,2,early,2,138,29.09.23,14.38,13.81
T427,T,427,2,early,2,136,29.09.23,19.28,15.9
T428,T,428,2,early,2,131,29.09.23,22.88,17.73
T429,T,429,2,early,2,131,29.09.23,14.76,10.97
T430,T,430,2,early,2,130,29.09.23,13.06,12.38
T431,T,431,2,early,2,131,29.09.23,18.63,15.64
T432,T,432,2,early,2,121,29.09.23,17.9,13.56
T433,T,433,2,early,2,129,29.09.23,16.62,14.92
T434,T,434,2,early,2,136,29.09.23,16.11,15.01
T435,T,435,2,early,2,121,29.09.23,17.75,15.1
T436,T,436,2,early,2,136,29.09.23,16.09,15.7
T437,T,437,2,early,2,131,29.09.23,19.06,15.35
T438,T,438,2,early,2,131,29.09.23,12.71,12.03
T439,T,439,2,early,2,131,29.09.23,16.91,12.56
T440,T,440,2,early,2,145,29.09.23,16.95,14.13
U442,U,442,2,late,2,148,29.09.23,16.46,14.25
U443,U,443,2,late,2,148,29.09.23,14.87,11.37
U444,U,444,2,late,2,148,29.09.23,15.63,13.35
U445,U,445,2,late,2,150,29.09.23,12.07,9.85
U446,U,446,2,late,2,148,29.09.23,16.44,15.1
U447,U,447,2,late,2,148,29.09.23,18.19,18.03
U448,U,448,2,late,2,148,29.09.23,20.15,19.18
U449,U,449,2,late,2,148,29.09.23,9.68,14.91
U450,U,450,2,late,2,148,29.09.23,14.51,13.63
U451,U,451,2,late,2,148,29.09.23,12.66,13.77
U452,U,452,2,late,2,148,29.09.23,14.62,10.79
U453,U,453,2,late,2,145,29.09.23,15.36,20.86
U454,U,454,2,late,2,148,29.09.23,17.41,15.35
U455,U,455,2,late,2,151,29.09.23,18.38,11.26
U456,U,456,2,late,2,150,29.09.23,16.21,16.7
U457,U,457,2,late,2,148,29.09.23,16.05,13.2
U458,U,458,2,late,2,148,29.09.23,16.81,14.65
U459,U,459,2,late,2,148,29.09.23,24.2,23.16
U460,U,460,2,late,2,148,29.09.23,12.61,16.88
U461,U,461,2,late,2,148,29.09.23,18.03,16.51
U462,U,462,2,late,2,148,29.09.23,16.88,15.38
U463,U,463,2,late,2,148,29.09.23,24.2,19.89
U464,U,464,2,late,2,148,29.09.23,15.53,14.53
U465,U,465,2,late,2,148,29.09.23,19.15,16.8
U466,U,466,2,late,2,143,29.09.23,10.34,14.34
U467,U,467,2,late,2,148,29.09.23,17.15,16.68
U468,U,468,2,late,2,148,29.09.23,16.46,14.53
L199,L,199,3,early,3,131,06.10.23,20.67,19.19
L200,L,200,3,early,3,136,06.10.23,19.61,19.07
L201,L,201,3,early,3,136,06.10.23,20.29,17.43
L202,L,202,3,early,3,131,06.10.23,15.9,17.05
L203,L,203,3,early,3,131,06.10.23,21.86,17.31
L204,L,204,3,early,3,129,06.10.23,23.9,17.34
L205,L,205,3,early,3,131,06.10.23,19.33,17.28
L206,L,206,3,early,3,121,06.10.23,20.89,17.56
L207,L,207,3,early,3,142,06.10.23,20.33,19.96
L208,L,208,3,early,3,129,06.10.23,21.57,18.74
L209,L,209,3,early,3,137,06.10.23,20.58,20.32
L210,L,210,3,early,3,131,06.10.23,20.35,20.18
L211,L,211,3,early,3,131,06.10.23,23.52,20.52
L212,L,212,3,early,3,129,06.10.23,20.34,16.7
L213,L,213,3,early,3,129,06.10.23,19.03,17.19
L214,L,214,3,early,3,129,06.10.23,12.96,11.9
L215,L,215,3,early,3,131,06.10.23,25.43,20.94
L216,L,216,3,early,3,139,06.10.23,17,18.31
L217,L,217,3,early,3,136,06.10.23,10.52,8.78
L218,L,218,3,early,3,125,06.10.23,27.1,20.79
L219,L,219,3,early,3,129,06.10.23,23.76,19.48
L220,L,220,3,early,3,121,06.10.23,12.51,11.7
L221,L,221,3,early,3,137,06.10.23,18.35,16.74
L222,L,222,3,early,3,129,06.10.23,24.04,16.69
L223,L,223,3,early,3,131,06.10.23,31.06,21.46
L224,L,224,3,early,3,129,06.10.23,28.01,21.54
L225,L,225,3,early,3,144,06.10.23,17.45,13.51
M226,M,226,3,late,3,148,06.10.23,19.46,16.93
M227,M,227,3,late,3,148,06.10.23,Bud lost,19.17
M228,M,228,3,late,3,148,06.10.23,22.78,19.67
M229,M,229,3,late,3,148,06.10.23,21.21,16.1
M230,M,230,3,late,3,148,06.10.23,23.86,22.22
M231,M,231,3,late,3,148,06.10.23,19.56,16.93
M232,M,232,3,late,3,145,06.10.23,18.4,17.32
M233,M,233,3,late,3,148,06.10.23,25.49,19.34
M234,M,234,3,late,3,148,06.10.23,23.68,20.23
M235,M,235,3,late,3,148,06.10.23,18.84,15.87
M236,M,236,3,late,3,151,06.10.23,16.82,17.02
M237,M,237,3,late,3,150,06.10.23,18.46,17.18
M238,M,238,3,late,3,148,06.10.23,31.29,24.28
M239,M,239,3,late,3,148,06.10.23,17.65,16.92
M240,M,240,3,late,3,148,06.10.23,18.99,17.8
M241,M,241,3,late,3,148,06.10.23,25.27,16
M242,M,242,3,late,3,148,06.10.23,14.55,18.9
M243,M,243,3,late,3,148,06.10.23,20.8,15.5
M244,M,244,3,late,3,148,06.10.23,21.09,18.96
M245,M,245,3,late,3,148,06.10.23,26.38,20.86
M246,M,246,3,late,3,148,06.10.23,17.26,16.63
M247,M,247,3,late,3,148,06.10.23,21.83,18.2
M248,M,248,3,late,3,148,06.10.23,22.6,22.41
M249,M,249,3,late,3,148,06.10.23,18.68,14.79
M250,M,250,3,late,3,148,06.10.23,22.71,16.41
M251,M,251,3,late,3,148,06.10.23,25.41,23.01
N253,N,253,1,early,1,129,06.10.23,9.76,9.18
N254,N,254,1,early,1,129,06.10.23,19.38,17.33
N255,N,255,1,early,1,125,06.10.23,15.36,15.05
N256,N,256,1,early,1,129,06.10.23,10.74,14.92
N257,N,257,1,early,1,121,06.10.23,21.89,17.74
N258,N,258,1,early,1,131,06.10.23,17,19.21
N259,N,259,1,early,1,129,06.10.23,15.94,14.07
N260,N,260,1,early,1,131,06.10.23,14.99,14.19
N261,N,261,1,early,1,144,06.10.23,15.68,13.02
N262,N,262,1,early,1,138,06.10.23,21.29,19.09
N263,N,263,1,early,1,136,06.10.23,18.37,14.34
N264,N,264,1,early,1,129,06.10.23,12.79,15.45
N265,N,265,1,early,1,129,06.10.23,19.73,17.74
N266,N,266,1,early,1,129,06.10.23,14.81,14.09
N267,N,267,1,early,1,129,06.10.23,18.73,17.18
N268,N,268,1,early,1,125,06.10.23,16.75,13.1
N269,N,269,1,early,1,142,06.10.23,10.92,11.01
N270,N,270,1,early,1,136,06.10.23,15.9,18.36
N271,N,271,1,early,1,136,06.10.23,16.77,17.06
N272,N,272,1,early,1,129,06.10.23,20.63,15.5
N273,N,273,1,early,1,129,06.10.23,15.34,16.75
N274,N,274,1,early,1,125,06.10.23,13.58,14.85
N275,N,275,1,early,1,129,06.10.23,15.41,12.44
N276,N,276,1,early,1,136,06.10.23,17.44,19.88
N277,N,277,1,early,1,129,06.10.23,21.76,13.2
N278,N,278,1,early,1,137,06.10.23,27.99,16.69
O280,O,280,1,late,1,148,06.10.23,22.6,19.94
O281,O,281,1,late,1,150,06.10.23,16.86,14.25
O282,O,282,1,late,1,148,06.10.23,16.1,17.2
O283,O,283,1,late,1,148,06.10.23,15.37,15.6
O284,O,284,1,late,1,148,06.10.23,24.1,18.7
O285,O,285,1,late,1,148,06.10.23,16.51,14.99
O286,O,286,1,late,1,150,06.10.23,13.75,13.09
O287,O,287,1,late,1,148,06.10.23,22.5,17.33
O288,O,288,1,late,1,155,06.10.23,15.34,14.02
O289,O,289,1,late,1,148,06.10.23,17.81,18.37
O290,O,290,1,late,1,148,06.10.23,20.52,18.42
O291,O,291,1,late,1,148,06.10.23,12.1,18.33
O292,O,292,1,late,1,148,06.10.23,16.84,15.99
O293,O,293,1,late,1,148,06.10.23,21.05,16.27
O294,O,294,1,late,1,148,06.10.23,20.08,13.48
O295,O,295,1,late,1,148,06.10.23,19.21,13.86
O296,O,296,1,late,1,148,06.10.23,15.87,17.67
O297,O,297,1,late,1,148,06.10.23,16.15,14.6
O298,O,298,1,late,1,150,06.10.23,25.58,22.94
O299,O,299,1,late,1,148,06.10.23,19.08,18.48
O300,O,300,1,late,1,148,06.10.23,19.43,17.65
O301,O,301,1,late,1,148,06.10.23,22.03,20.22
O302,O,302,1,late,1,148,06.10.23,19.25,17.84
O303,O,303,1,late,1,148,06.10.23,18.75,15.34
O304,O,304,1,late,1,148,06.10.23,23.7,15.06
O305,O,305,1,late,1,150,06.10.23,23.76,22.45
O306,O,306,1,late,1,148,06.10.23,16.36,19.06
P307,P,307,2,early,1,131,06.10.23,12.18,12.19
P308,P,308,2,early,1,125,06.10.23,18.23,15.63
P309,P,309,2,early,1,136,06.10.23,17.75,16.35
P310,P,310,2,early,1,125,06.10.23,17.49,16.48
P311,P,311,2,early,1,142,06.10.23,12.23,12.01
P312,P,312,2,early,1,125,06.10.23,16.8,15.95
P313,P,313,2,early,1,143,06.10.23,15.84,12.13
P314,P,314,2,early,1,131,06.10.23,16.51,14.55
P315,P,315,2,early,1,129,06.10.23,17.3,16.67
P316,P,316,2,early,1,125,06.10.23,14.74,19.74
P317,P,317,2,early,1,129,06.10.23,13.94,15.74
P318,P,318,2,early,1,131,06.10.23,20.02,21.28
P319,P,319,2,early,1,131,06.10.23,18.22,13.25
P320,P,320,2,early,1,129,06.10.23,16.32,15.25
P321,P,321,2,early,1,129,06.10.23,20.65,17.35
P322,P,322,2,early,1,129,06.10.23,16.5,14.86
P323,P,323,2,early,1,129,06.10.23,16.51,18.21
P324,P,324,2,early,1,129,06.10.23,18.08,14.06
P325,P,325,2,early,1,125,06.10.23,14.98,15.26
P326,P,326,2,early,1,131,06.10.23,11.89,12.61
P327,P,327,2,early,1,131,06.10.23,16.13,15.25
P328,P,328,2,early,1,125,06.10.23,13.13,15.42
