id,group,number,cooling.level,lo.timing,treatment.timing,lo.doy,measurement.date,apical,lateral
P329,P,329,2,early,1,131,06.10.23,16.11,15.8
P330,P,330,2,early,1,129,06.10.23,13.78,16.39
P331,P,331,2,early,1,131,06.10.23,13.33,12.29
P332,P,332,2,early,1,131,06.10.23,16.3,14.77
P333,P,333,2,early,1,131,06.10.23,11.04,10.38
Q334,Q,334,2,late,1,148,06.10.23,16.44,15.96
Q335,Q,335,2,late,1,150,06.10.23,17.52,11.94
Q336,Q,336,2,late,1,148,06.10.23,8.5,14.81
Q337,Q,337,2,late,1,151,06.10.23,8.98,13.16
Q338,Q,338,2,late,1,148,06.10.23,14.64,13.83
Q339,Q,339,2,late,1,148,06.10.23,18.14,18.76
Q340,Q,340,2,late,1,150,06.10.23,18.12,12.83
Q341,Q,341,2,late,1,148,06.10.23,18.01,15.95
Q342,Q,342,2,late,1,148,06.10.23,17.77,16.5
Q343,Q,343,2,late,1,148,06.10.23,15.08,15.71
Q344,Q,344,2,late,1,150,06.10.23,17.66,14.3
Q345,Q,345,2,late,1,148,06.10.23,15.48,16.2
Q346,Q,346,2,late,1,148,06.10.23,18.93,16.59
Q347,Q,347,2,late,1,150,06.10.23,13.11,13.93
Q348,Q,348,2,late,1,148,06.10.23,15.04,13.84
Q349,Q,349,2,late,1,148,06.10.23,16.23,15.76
Q350,Q,350,2,late,1,151,06.10.23,19.94,17.34
Q351,Q,351,2,late,1,148,06.10.23,17.74,14.75
Q352,Q,352,2,late,1,148,06.10.23,19.78,13.47
Q353,Q,353,2,late,1,150,06.10.23,17.66,14.46
Q354,Q,354,2,late,1,148,06.10.23,13.88,14.4
Q355,Q,355,2,late,1,148,06.10.23,17.06,15.3
Q356,Q,356,2,late,1,148,06.10.23,18.47,16.69
Q357,Q,357,2,late,1,150,06.10.23,17.32,19.64
Q358,Q,358,2,late,1,148,06.10.23,10.57,11.3
Q359,Q,359,2,late,1,150,06.10.23,21.93,14.14
Q360,Q,360,2,late,1,148,06.10.23,16.23,13.99
R361,R,361,1,early,2,131,06.10.23,17.82,13.16
R362,R,362,1,early,2,131,06.10.23,24.44,17.32
R363,R,363,1,early,2,129,06.10.23,20.48,21.58
R364,R,364,1,early,2,131,06.10.23,27.29,24.22
R365,R,365,1,early,2,131,06.10.23,26.37,17.38
R366,R,366,1,early,2,129,06.10.23,19.77,17.56
R367,R,367,1,early,2,136,06.10.23,22.8,19.35
R368,R,368,1,early,2,129,06.10.23,19.04,15.98
R369,R,369,1,early,2,144,06.10.23,24.3,22.17
R370,R,370,1,early,2,137,06.10.23,21.75,20.14
R371,R,371,1,early,2,121,06.10.23,23.18,18.15
R372,R,372,1,early,2,142,06.10.23,21.42,16.29
R373,R,373,1,early,2,125,06.10.23,18.11,14.94
R374,R,374,1,early,2,129,06.10.23,23.02,15.43
R375,R,375,1,early,2,136,06.10.23,22.08,18.67
R376,R,376,1,early,2,129,06.10.23,13.65,14.89
R377,R,377,1,early,2,121,06.10.23,20.32,17.03
R378,R,378,1,early,2,125,06.10.23,24.08,15.99
R379,R,379,1,early,2,139,06.10.23,22.74,13.77
R380,R,380,1,early,2,125,06.10.23,26.64,21.43
R381,R,381,1,early,2,129,06.10.23,14.71,11.55
R382,R,382,1,early,2,136,06.10.23,18.73,16.89
R383,R,383,1,early,2,129,06.10.23,27.33,20.85
R384,R,384,1,early,2,125,06.10.23,15.36,13.84
R385,R,385,1,early,2,129,06.10.23,21.47,17.91
R386,R,386,1,early,2,125,06.10.23,23.33,23.27
R387,R,387,1,early,2,121,06.10.23,21.58,23.93
S388,S,388,1,late,2,150,06.10.23,29.3,23.78
S389,S,389,1,late,2,150,06.10.23,14.69,19.97
S390,S,390,1,late,2,148,06.10.23,18.73,17.97
S391,S,391,1,late,2,148,06.10.23,18.17,16.6
S392,S,392,1,late,2,150,06.10.23,17.78,13.6
S393,S,393,1,late,2,150,06.10.23,18.03,15.7
S394,S,394,1,late,2,148,06.10.23,15.97,14.45
S395,S,395,1,late,2,151,06.10.23,17.16,14.4
S396,S,396,1,late,2,148,06.10.23,12.94,10.46
S397,S,397,1,late,2,148,06.10.23,13.02,19.37
S398,S,398,1,late,2,148,06.10.23,20.44,19.55
S399,S,399,1,late,2,148,06.10.23,17.17,17.81
S400,S,400,1,late,2,150,06.10.23,15.7,13.42
S401,S,401,1,late,2,150,06.10.23,13.16,14.82
S402,S,402,1,late,2,148,06.10.23,21.06,20.06
S403,S,403,1,late,2,148,06.10.23,19.19,12.43
S404,S,404,1,late,2,148,06.10.23,20.74,19.78
S405,S,405,1,late,2,148,06.10.23,16.12,13.38
S406,S,406,1,late,2,148,06.10.23,16.02,15.89
S407,S,407,1,late,2,150,06.10.23,21.14,15.04
S408,S,408,1,late,2,150,06.10.23,20.57,16.85
S409,S,409,1,late,2,148,06.10.23,22.34,17.76
S410,S,410,1,late,2,148,06.10.23,20.54,16.55
S411,S,411,1,late,2,148,06.10.23,20.56,15.57
S412,S,412,1,late,2,150,06.10.23,16.69,14.07
S413,S,413,1,late,2,148,06.10.23,20.38,14.71
S414,S,414,1,late,2,151,06.10.23,16.97,14.19
T415,T,415,2,early,2,129,06.10.23,13.68,11.67
T416,T,416,2,early,2,145,06.10.23,15.26,12.64
T417,T,417,2,early,2,136,06.10.23,28.82,14.54
T418,T,418,2,early,2,130,06.10.23,16.53,14.5
T419,T,419,2,early,2,130,06.10.23,19.5,15.45
T420,T,420,2,early,2,129,06.10.23,23.28,18.03
T421,T,421,2,early,2,125,06.10.23,13.6,12
T422,T,422,2,early,2,136,06.10.23,18.48,16.6
T423,T,423,2,early,2,129,06.10.23,18.4,17.39
T424,T,424,2,early,2,136,06.10.23,14.38,13.26
T425,T,425,2,early,2,136,06.10.23,14.94,11.96
T426,T,426,2,early,2,138,06.10.23,14.52,14.22
T427,T,427,2,early,2,136,06.10.23,20.05,16.54
T428,T,428,2,early,2,131,06.10.23,22.88,17.76
T429,T,429,2,early,2,131,06.10.23,14.95,11.9
T430,T,430,2,early,2,130,06.10.23,13.6,12.46
T431,T,431,2,early,2,131,06.10.23,19.66,16.78
T432,T,432,2,early,2,121,06.10.23,17.94,13.67
T433,T,433,2,early,2,129,06.10.23,17.05,15.25
T434,T,434,2,early,2,136,06.10.23,16.31,16.02
T435,T,435,2,early,2,121,06.10.23,17.94,15.19
T436,T,436,2,early,2,136,06.10.23,16.16,17.09
T437,T,437,2,early,2,131,06.10.23,19.28,16.14
T438,T,438,2,early,2,131,06.10.23,12.84,12.7
T439,T,439,2,early,2,131,06.10.23,17.03,13.41
T440,T,440,2,early,2,145,06.10.23,17.16,14.48
U442,U,442,2,late,2,148,06.10.23,17.4,14.76
U443,U,443,2,late,2,148,06.10.23,15.08,12.36
U444,U,444,2,late,2,148,06.10.23,15.9,13.58
U445,U,445,2,late,2,150,06.10.23,12.26,9.94
U446,U,446,2,late,2,148,06.10.23,17.13,15.29
U447,U,447,2,late,2,148,06.10.23,18.28,18.4
U448,U,448,2,late,2,148,06.10.23,20.65,19.48
U449,U,449,2,late,2,148,06.10.23,9.85,16.1
U450,U,450,2,late,2,148,06.10.23,15.19,14.53
U451,U,451,2,late,2,148,06.10.23,12.72,14.48
U452,U,452,2,late,2,148,06.10.23,14.79,11.04
U453,U,453,2,late,2,145,06.10.23,15.61,21.29
U454,U,454,2,late,2,148,06.10.23,17.87,15.95
U455,U,455,2,late,2,151,06.10.23,18.49,11.73
U456,U,456,2,late,2,150,06.10.23,17.03,18.18
U457,U,457,2,late,2,148,06.10.23,16.4,13.32
U458,U,458,2,late,2,148,06.10.23,Bud lost,15.07
U459,U,459,2,late,2,148,06.10.23,24.63,23.69
U460,U,460,2,late,2,148,06.10.23,12.81,17.38
U461,U,461,2,late,2,148,06.10.23,18.07,16.53
U462,U,462,2,late,2,148,06.10.23,17.52,16.3
U463,U,463,2,late,2,148,06.10.23,24.28,20.49
U464,U,464,2,late,2,148,06.10.23,15.75,14.55
U465,U,465,2,late,2,148,06.10.23,19.7,17.4
U466,U,466,2,late,2,143,06.10.23,10.36,14.45
U467,U,467,2,late,2,148,06.10.23,17.7,17.09
U468,U,468,2,late,2,148,06.10.23,16.8,14.83
L199,L,199,3,early,3,131,13.10.23,20.83,19.34
L200,L,200,3,early,3,136,13.10.23,19.7,19.09
L201,L,201,3,early,3,136,13.10.23,20.36,17.46
L202,L,202,3,early,3,131,13.10.23,16.04,17.35
L203,L,203,3,early,3,131,13.10.23,22.37,17.35
L204,L,204,3,early,3,129,13.10.23,24.06,17.53
L205,L,205,3,early,3,131,13.10.23,19.76,17.51
L206,L,206,3,early,3,121,13.10.23,20.95,17.6
L207,L,207,3,early,3,142,13.10.23,20.46,20.17
L208,L,208,3,early,3,129,13.10.23,21.62,18.95
L209,L,209,3,early,3,137,13.10.23,21.02,20.36
L210,L,210,3,early,3,131,13.10.23,20.4,20.26
L211,L,211,3,early,3,131,13.10.23,23.69,20.56
L212,L,212,3,early,3,129,13.10.23,20.44,17.05
L213,L,213,3,early,3,129,13.10.23,19.16,17.43
L214,L,214,3,early,3,129,13.10.23,13.11,12.63
L215,L,215,3,early,3,131,13.10.23,25.77,21.08
L216,L,216,3,early,3,139,13.10.23,17.16,18.46
L217,L,217,3,early,3,136,13.10.23,10.79,8.8
L218,L,218,3,early,3,125,13.10.23,27.25,21.16
L219,L,219,3,early,3,129,13.10.23,24.18,19.6
L220,L,220,3,early,3,121,13.10.23,12.65,11.81
L221,L,221,3,early,3,137,13.10.23,18.75,16.8
L222,L,222,3,early,3,129,13.10.23,24.21,16.84
L223,L,223,3,early,3,131,13.10.23,31.16,21.86
L224,L,224,3,early,3,129,13.10.23,28.1,21.59
L225,L,225,3,early,3,144,13.10.23,17.51,13.53
M226,M,226,3,late,3,148,13.10.23,19.83,17.09
M227,M,227,3,late,3,148,13.10.23,Bud lost,19.22
M228,M,228,3,late,3,148,13.10.23,23.16,19.67
M229,M,229,3,late,3,148,13.10.23,21.9,16.39
M230,M,230,3,late,3,148,13.10.23,23.9,22.27
M231,M,231,3,late,3,148,13.10.23,19.77,17.12
M232,M,232,3,late,3,145,13.10.23,18.63,18.09
M233,M,233,3,late,3,148,13.10.23,25.55,19.7
M234,M,234,3,late,3,148,13.10.23,24.21,20.66
M235,M,235,3,late,3,148,13.10.23,19.2,16.05
M236,M,236,3,late,3,151,13.10.23,17.37,17.39
M237,M,237,3,late,3,150,13.10.23,18.75,17.5
M238,M,238,3,late,3,148,13.10.23,31.9,24.67
M239,M,239,3,late,3,148,13.10.23,17.83,17.11
M240,M,240,3,late,3,148,13.10.23,19.09,18.03
M241,M,241,3,late,3,148,13.10.23,25.42,16.11
M242,M,242,3,late,3,148,13.10.23,16.23,19.03
M243,M,243,3,late,3,148,13.10.23,20.89,15.76
M244,M,244,3,late,3,148,13.10.23,21.2,19.07
M245,M,245,3,late,3,148,13.10.23,27.57,20.95
M246,M,246,3,late,3,148,13.10.23,17.26,16.65
M247,M,247,3,late,3,148,13.10.23,21.84,18.34
M248,M,248,3,late,3,148,13.10.23,22.63,22.48
M249,M,249,3,late,3,148,13.10.23,18.85,14.87
M250,M,250,3,late,3,148,13.10.23,23.31,16.5
M251,M,251,3,late,3,148,13.10.23,26,23.1
N253,N,253,1,early,1,129,13.10.23,10.03,9.35
N254,N,254,1,early,1,129,13.10.23,20.15,17.84
N255,N,255,1,early,1,125,13.10.23,15.39,15.32
N256,N,256,1,early,1,129,13.10.23,10.92,14.94
N257,N,257,1,early,1,121,13.10.23,21.94,17.88
N258,N,258,1,early,1,131,13.10.23,17.04,19.23
N259,N,259,1,early,1,129,13.10.23,16.05,14.28
N260,N,260,1,early,1,131,13.10.23,15.01,14.34
N261,N,261,1,early,1,144,13.10.23,16.27,13.15
N262,N,262,1,early,1,138,13.10.23,21.33,19.18
N263,N,263,1,early,1,136,13.10.23,18.44,14.49
N264,N,264,1,early,1,129,13.10.23,13.26,16
N265,N,265,1,early,1,129,13.10.23,19.81,18.02
N266,N,266,1,early,1,129,13.10.23,16.75,14.17
N267,N,267,1,early,1,129,13.10.23,18.74,17.38
N268,N,268,1,early,1,125,13.10.23,16.75,13.19
N269,N,269,1,early,1,142,13.10.23,11.32,11.02
N270,N,270,1,early,1,136,13.10.23,15.98,18.58
N271,N,271,1,early,1,136,13.10.23,16.87,17.2
N272,N,272,1,early,1,129,13.10.23,21.21,15.54
N273,N,273,1,early,1,129,13.10.23,15.4,16.87
N274,N,274,1,early,1,125,13.10.23,13.98,14.95
N275,N,275,1,early,1,129,13.10.23,15.43,12.53
N276,N,276,1,early,1,136,13.10.23,17.49,20.12
N277,N,277,1,early,1,129,13.10.23,21.95,13.29
N278,N,278,1,early,1,137,13.10.23,28.2,16.75
O280,O,280,1,late,1,148,13.10.23,23.09,20.49
O281,O,281,1,late,1,150,13.10.23,17.89,14.36
O282,O,282,1,late,1,148,13.10.23,16.93,17.46
O283,O,283,1,late,1,148,13.10.23,16.36,15.64
O284,O,284,1,late,1,148,13.10.23,24.3,18.79
O285,O,285,1,late,1,148,13.10.23,16.89,15.19
O286,O,286,1,late,1,150,13.10.23,14.49,13.2
O287,O,287,1,late,1,148,13.10.23,22.57,17.55
O288,O,288,1,late,1,155,13.10.23,15.91,14.34
O289,O,289,1,late,1,148,13.10.23,18,18.44
O290,O,290,1,late,1,148,13.10.23,20.82,18.66
O291,O,291,1,late,1,148,13.10.23,12.31,18.9
O292,O,292,1,late,1,148,13.10.23,17.38,16.05
O293,O,293,1,late,1,148,13.10.23,21.9,16.59
O294,O,294,1,late,1,148,13.10.23,20.6,13.59
O295,O,295,1,late,1,148,13.10.23,19.22,14.05
O296,O,296,1,late,1,148,13.10.23,16,18.32
O297,O,297,1,late,1,148,13.10.23,16.75,14.65
O298,O,298,1,late,1,150,13.10.23,26.01,23.81
O299,O,299,1,late,1,148,13.10.23,20.04,18.54
O300,O,300,1,late,1,148,13.10.23,20.36,18.41
O301,O,301,1,late,1,148,13.10.23,22.71,21.15
O302,O,302,1,late,1,148,13.10.23,20.02,18
O303,O,303,1,late,1,148,13.10.23,19.53,15.64
O304,O,304,1,late,1,148,13.10.23,24.52,15.58
O305,O,305,1,late,1,150,13.10.23,24.56,22.97
O306,O,306,1,late,1,148,13.10.23,17.38,19.32
P307,P,307,2,early,1,131,13.10.23,12.21,12.25
P308,P,308,2,early,1,125,13.10.23,18.83,16.37
P309,P,309,2,early,1,136,13.10.23,17.88,16.56
P310,P,310,2,early,1,125,13.10.23,17.69,16.55
P311,P,311,2,early,1,142,13.10.23,12.35,12.1
P312,P,312,2,early,1,125,13.10.23,17.05,16.3
P313,P,313,2,early,1,143,13.10.23,16.19,12.55
P314,P,314,2,early,1,131,13.10.23,17.1,14.57
P315,P,315,2,early,1,129,13.10.23,17.95,16.94
P316,P,316,2,early,1,125,13.10.23,14.76,19.97
P317,P,317,2,early,1,129,13.10.23,13.99,15.85
P318,P,318,2,early,1,131,13.10.23,21.52,21.66
P319,P,319,2,early,1,131,13.10.23,18.28,13.56
P320,P,320,2,early,1,129,13.10.23,16.35,15.38
P321,P,321,2,early,1,129,13.10.23,20.8,17.65
P322,P,322,2,early,1,129,13.10.23,16.52,14.91
P323,P,323,2,early,1,129,13.10.23,16.52,18.48
P324,P,324,2,early,1,129,13.10.23,18.19,14.15
P325,P,325,2,early,1,125,13.10.23,15.07,15.34
P326,P,326,2,early,1,131,13.10.23,12.12,12.61
P327,P,327,2,early,1,131,13.10.23,16.4,15.56
P328,P,328,2,early,1,125,13.10.23,13.4,15.51
P329,P,329,2,early,1,131,13.10.23,16.19,16.06
P330,P,330,2,early,1,129,13.10.23,14.64,16.5
P331,P,331,2,early,1,131,13.10.23,13.38,12.45
P332,P,332,2,early,1,131,13.10.23,16.34,15.21
P333,P,333,2,early,1,131,13.10.23,11.08,10.73
Q334,Q,334,2,late,1,148,13.10.23,16.46,16.15
Q335,Q,335,2,late,1,150,13.10.23,18.12,12.49
Q336,Q,336,2,late,1,148,13.10.23,8.54,15.34
Q337,Q,337,2,late,1,151,13.10.23,9.52,13.34
Q338,Q,338,2,late,1,148,13.10.23,14.88,14.14
Q339,Q,339,2,late,1,148,13.10.23,18.19,18.84
Q340,Q,340,2,late,1,150,13.10.23,18.19,13.25
Q341,Q,341,2,late,1,148,13.10.23,18.11,16.03
Q342,Q,342,2,late,1,148,13.10.23,18.75,17.15
Q343,Q,343,2,late,1,148,13.10.23,16.32,15.85
Q344,Q,344,2,late,1,150,13.10.23,17.85,14.41
Q345,Q,345,2,late,1,148,13.10.23,15.81,16.24
Q346,Q,346,2,late,1,148,13.10.23,19.82,16.67
Q347,Q,347,2,late,1,150,13.10.23,13.64,14.16
Q348,Q,348,2,late,1,148,13.10.23,15.21,14.2
Q349,Q,349,2,late,1,148,13.10.23,16.25,15.81
Q350,Q,350,2,late,1,151,13.10.23,21.25,17.57
Q351,Q,351,2,late,1,148,13.10.23,18,15.1
Q352,Q,352,2,late,1,148,13.10.23,20.62,14.53
Q353,Q,353,2,late,1,150,13.10.23,17.71,14.56
Q354,Q,354,2,late,1,148,13.10.23,14.05,14.47
Q355,Q,355,2,late,1,148,13.10.23,17.55,15.35
Q356,Q,356,2,late,1,148,13.10.23,18.67,16.75
Q357,Q,357,2,late,1,150,13.10.23,17.69,19.69
Q358,Q,358,2,late,1,148,13.10.23,10.68,11.38
Q359,Q,359,2,late,1,150,13.10.23,22.86,14.34
Q360,Q,360,2,late,1,148,13.10.23,16.44,14.06
R361,R,361,1,early,2,131,13.10.23,17.98,13.46
R362,R,362,1,early,2,131,13.10.23,24.56,17.54
R363,R,363,1,early,2,129,13.10.23,20.49,21.61
R364,R,364,1,early,2,131,13.10.23,27.31,24.43
R365,R,365,1,early,2,131,13.10.23,26.44,17.72
R366,R,366,1,early,2,129,13.10.23,19.8,17.64
R367,R,367,1,early,2,136,13.10.23,22.85,19.39
R368,R,368,1,early,2,129,13.10.23,19.94,16.15
R369,R,369,1,early,2,144,13.10.23,24.35,22.42
R370,R,370,1,early,2,137,13.10.23,21.97,20.32
R371,R,371,1,early,2,121,13.10.23,23.4,18.33
R372,R,372,1,early,2,142,13.10.23,21.44,16.55
R373,R,373,1,early,2,125,13.10.23,18.43,15.06
R374,R,374,1,early,2,129,13.10.23,23.38,15.6
R375,R,375,1,early,2,136,13.10.23,22.24,18.79
R376,R,376,1,early,2,129,13.10.23,13.65,15.06
R377,R,377,1,early,2,121,13.10.23,20.96,17.08
R378,R,378,1,early,2,125,13.10.23,24.29,16
R379,R,379,1,early,2,139,13.10.23,22.85,13.78
R380,R,380,1,early,2,125,13.10.23,26.8,21.47
R381,R,381,1,early,2,129,13.10.23,14.71,11.62
R382,R,382,1,early,2,136,13.10.23,19.18,16.89
R383,R,383,1,early,2,129,13.10.23,27.35,21.22
R384,R,384,1,early,2,125,13.10.23,15.62,13.91
R385,R,385,1,early,2,129,13.10.23,21.56,17.98
R386,R,386,1,early,2,125,13.10.23,23.39,23.44
R387,R,387,1,early,2,121,13.10.23,21.79,23.95
S388,S,388,1,late,2,150,13.10.23,29.9,23.91
S389,S,389,1,late,2,150,13.10.23,15.72,20.06
S390,S,390,1,late,2,148,13.10.23,19.31,18.05
S391,S,391,1,late,2,148,13.10.23,18.85,16.64
S392,S,392,1,late,2,150,13.10.23,18.12,13.75
S393,S,393,1,late,2,150,13.10.23,18.11,15.94
S394,S,394,1,late,2,148,13.10.23,16.32,14.56
S395,S,395,1,late,2,151,13.10.23,17.2,14.55
S396,S,396,1,late,2,148,13.10.23,12.96,10.46
S397,S,397,1,late,2,148,13.10.23,13.26,19.46
S398,S,398,1,late,2,148,13.10.23,20.71,19.93
S399,S,399,1,late,2,148,13.10.23,17.44,17.83
S400,S,400,1,late,2,150,13.10.23,15.8,13.58
S401,S,401,1,late,2,150,13.10.23,13.28,14.94
S402,S,402,1,late,2,148,13.10.23,21.08,20.23
S403,S,403,1,late,2,148,13.10.23,19.3,12.87
S404,S,404,1,late,2,148,13.10.23,20.77,19.78
S405,S,405,1,late,2,148,13.10.23,16.16,13.44
S406,S,406,1,late,2,148,13.10.23,16.14,16.09
S407,S,407,1,late,2,150,13.10.23,21.29,15.32
S408,S,408,1,late,2,150,13.10.23,20.62,16.88
S409,S,409,1,late,2,148,13.10.23,22.88,17.81
S410,S,410,1,late,2,148,13.10.23,20.56,16.63
S411,S,411,1,late,2,148,13.10.23,20.64,15.7
S412,S,412,1,late,2,150,13.10.23,17.09,14.11
S413,S,413,1,late,2,148,13.10.23,20.58,14.77
S414,S,414,1,late,2,151,13.10.23,17.43,14.22
T415,T,415,2,early,2,129,13.10.23,13.76,11.73
T416,T,416,2,early,2,145,13.10.23,15.43,12.74
T417,T,417,2,early,2,136,13.10.23,29.24,14.56
T418,T,418,2,early,2,130,13.10.23,16.67,14.69
T419,T,419,2,early,2,130,13.10.23,19.54,15.58
T420,T,420,2,early,2,129,13.10.23,24.11,18.38
T421,T,421,2,early,2,125,13.10.23,13.64,12.04
T422,T,422,2,early,2,136,13.10.23,18.59,16.86
T423,T,423,2,early,2,129,13.10.23,18.79,17.4
T424,T,424,2,early,2,136,13.10.23,14.62,13.35
T425,T,425,2,early,2,136,13.10.23,15.03,12.4
T426,T,426,2,early,2,138,13.10.23,14.58,14.43
T427,T,427,2,early,2,136,13.10.23,20.08,16.93
T428,T,428,2,early,2,131,13.10.23,22.99,17.78
T429,T,429,2,early,2,131,13.10.23,15.73,11.97
T430,T,430,2,early,2,130,13.10.23,13.76,12.49
T431,T,431,2,early,2,131,13.10.23,19.74,16.84
T432,T,432,2,early,2,121,13.10.23,17.98,13.79
T433,T,433,2,early,2,129,13.10.23,17.81,15.39
T434,T,434,2,early,2,136,13.10.23,16.93,16.26
T435,T,435,2,early,2,121,13.10.23,17.95,15.35
T436,T,436,2,early,2,136,13.10.23,16.61,17.39
T437,T,437,2,early,2,131,13.10.23,19.36,16.28
T438,T,438,2,early,2,131,13.10.23,13.32,12.91
T439,T,439,2,early,2,131,13.10.23,17.05,13.78
T440,T,440,2,early,2,145,13.10.23,17.25,14.57
U442,U,442,2,late,2,148,13.10.23,17.83,15.32
U443,U,443,2,late,2,148,13.10.23,15.13,12.46
U444,U,444,2,late,2,148,13.10.23,16.34,13.81
U445,U,445,2,late,2,150,13.10.23,12.36,9.94
U446,U,446,2,late,2,148,13.10.23,17.18,15.36
U447,U,447,2,late,2,148,13.10.23,18.59,18.44
U448,U,448,2,late,2,148,13.10.23,20.69,19.49
U449,U,449,2,late,2,148,13.10.23,9.85,16.39
U450,U,450,2,late,2,148,13.10.23,15.38,14.86
U451,U,451,2,late,2,148,13.10.23,12.81,14.72
U452,U,452,2,late,2,148,13.10.23,14.88,11.11
U453,U,453,2,late,2,145,13.10.23,15.65,21.6
U454,U,454,2,late,2,148,13.10.23,18.03,16.15
U455,U,455,2,late,2,151,13.10.23,18.56,11.85
U456,U,456,2,late,2,150,13.10.23,17.49,18.26
U457,U,457,2,late,2,148,13.10.23,16.48,13.54
U458,U,458,2,late,2,148,13.10.23,Bud lost,15.19
U459,U,459,2,late,2,148,13.10.23,25.01,24.13
U460,U,460,2,late,2,148,13.10.23,13.07,17.72
U461,U,461,2,late,2,148,13.10.23,18.2,16.62
U462,U,462,2,late,2,148,13.10.23,17.63,16.38
U463,U,463,2,late,2,148,13.10.23,25.06,20.76
U464,U,464,2,late,2,148,13.10.23,15.74,14.61
U465,U,465,2,late,2,148,13.10.23,19.73,17.43
U466,U,466,2,late,2,143,13.10.23,10.38,14.8
U467,U,467,2,late,2,148,13.10.23,17.76,17.9
U468,U,468,2,late,2,148,13.10.23,17.16,15.1
L199,L,199,3,early,3,131,20.10.23,20.87,19.47
L200,L,200,3,early,3,136,20.10.23,19.72,19.12
L201,L,201,3,early,3,136,20.10.23,20.49,17.47
L202,L,202,3,early,3,131,20.10.23,16.1,17.4
L203,L,203,3,early,3,131,20.10.23,22.38,17.35
L204,L,204,3,early,3,129,20.10.23,24.11,18
L205,L,205,3,early,3,131,20.10.23,19.9,17.68
L206,L,206,3,early,3,121,20.10.23,21.2,17.84
L207,L,207,3,early,3,142,20.10.23,20.49,20.2
L208,L,208,3,early,3,129,20.10.23,21.72,18.97
L209,L,209,3,early,3,137,20.10.23,21.21,20.36
L210,L,210,3,early,3,131,20.10.23,20.48,20.3
L211,L,211,3,early,3,131,20.10.23,23.78,20.58
L212,L,212,3,early,3,129,20.10.23,20.58,17.25
L213,L,213,3,early,3,129,20.10.23,19.26,17.63
L214,L,214,3,early,3,129,20.10.23,13.16,12.66
L215,L,215,3,early,3,131,20.10.23,25.83,21.1
L216,L,216,3,early,3,139,20.10.23,17.2,18.5
L217,L,217,3,early,3,136,20.10.23,10.84,8.81
L218,L,218,3,early,3,125,20.10.23,27.33,21.47
L219,L,219,3,early,3,129,20.10.23,24.24,19.68
L220,L,220,3,early,3,121,20.10.23,12.87,11.87
L221,L,221,3,early,3,137,20.10.23,19.07,16.8
L222,L,222,3,early,3,129,20.10.23,24.38,16.86
L223,L,223,3,early,3,131,20.10.23,31.21,22.06
L224,L,224,3,early,3,129,20.10.23,28.2,21.62
L225,L,225,3,early,3,144,20.10.23,17.68,13.56
M226,M,226,3,late,3,148,20.10.23,19.91,17.27
M227,M,227,3,late,3,148,20.10.23,Bud lost,19.24
M228,M,228,3,late,3,148,20.10.23,23.31,19.68
M229,M,229,3,late,3,148,20.10.23,22.1,16.88
M230,M,230,3,late,3,148,20.10.23,24,22.28
M231,M,231,3,late,3,148,20.10.23,19.88,17.19
M232,M,232,3,late,3,145,20.10.23,18.71,18.3
M233,M,233,3,late,3,148,20.10.23,25.59,19.79
M234,M,234,3,late,3,148,20.10.23,24.21,20.81
M235,M,235,3,late,3,148,20.10.23,20.03,16.18
M236,M,236,3,late,3,151,20.10.23,17.4,17.47
M237,M,237,3,late,3,150,20.10.23,19.19,17.69
M238,M,238,3,late,3,148,20.10.23,32.25,25.16
M239,M,239,3,late,3,148,20.10.23,18.07,17.26
M240,M,240,3,late,3,148,20.10.23,19.14,18.24
M241,M,241,3,late,3,148,20.10.23,25.59,16.2
M242,M,242,3,late,3,148,20.10.23,Bud lost,19.09
M243,M,243,3,late,3,148,20.10.23,21.03,15.93
M244,M,244,3,late,3,148,20.10.23,21.26,19.35
M245,M,245,3,late,3,148,20.10.23,27.87,21.01
M246,M,246,3,late,3,148,20.10.23,17.26,16.66
M247,M,247,3,late,3,148,20.10.23,21.88,18.39
M248,M,248,3,late,3,148,20.10.23,22.91,22.62
M249,M,249,3,late,3,148,20.10.23,19,15.07
M250,M,250,3,late,3,148,20.10.23,23.46,16.74
M251,M,251,3,late,3,148,20.10.23,26.17,23.27
N253,N,253,1,early,1,129,20.10.23,10.26,9.45
N254,N,254,1,early,1,129,20.10.23,20.49,17.88
N255,N,255,1,early,1,125,20.10.23,15.47,15.38
N256,N,256,1,early,1,129,20.10.23,11.11,15
N257,N,257,1,early,1,121,20.10.23,21.96,18.25
N258,N,258,1,early,1,131,20.10.23,17.05,19.23
N259,N,259,1,early,1,129,20.10.23,16.07,14.59
N260,N,260,1,early,1,131,20.10.23,15.05,14.55
N261,N,261,1,early,1,144,20.10.23,16.38,13.26
N262,N,262,1,early,1,138,20.10.23,21.35,19.37
N263,N,263,1,early,1,136,20.10.23,18.76,14.7
N264,N,264,1,early,1,129,20.10.23,13.32,16.09
N265,N,265,1,early,1,129,20.10.23,19.88,18.26
N266,N,266,1,early,1,129,20.10.23,16.79,14.19
N267,N,267,1,early,1,129,20.10.23,18.77,17.47
N268,N,268,1,early,1,125,20.10.23,16.79,13.27
N269,N,269,1,early,1,142,20.10.23,11.37,11.05
N270,N,270,1,early,1,136,20.10.23,15.99,18.67
N271,N,271,1,early,1,136,20.10.23,16.94,17.27
