TreeID,apical length,lateral length,week,doy,date
B22,18.85,11.3,6,272,29.09.2022
B23,21.55,14.87,6,272,29.09.2022
B24,13.92,15.7,6,272,29.09.2022
B25,21.41,24.86,6,272,29.09.2022
B26,27.2,23.37,6,272,29.09.2022
B27,13.22,14.08,6,272,29.09.2022
B28,15.99,31.66,6,272,29.09.2022
B29,25.96,23.78,6,272,29.09.2022
B30,14.68,21.28,6,272,29.09.2022
B31,26.17,17.02,6,272,29.09.2022
B32,21.06,19.47,6,272,29.09.2022
B33,14.21,15.9,6,272,29.09.2022
B34,17.27,17.99,6,272,29.09.2022
B35,14.74,29.52,6,272,29.09.2022
B36,20,16.77,6,272,29.09.2022
C37,22.22,20.34,6,272,29.09.2022
C38,17.65,19.97,6,272,29.09.2022
C39,13.43,14.34,6,272,29.09.2022
C40,14.18,16.13,6,272,29.09.2022
C41,38.28,22.77,6,272,29.09.2022
C42,22.97,22.64,6,272,29.09.2022
C43,22.37,17.72,6,272,29.09.2022
C44,27.55,21.94,6,272,29.09.2022
C45,28.11,19.41,6,272,29.09.2022
C46,21.67,18.25,6,272,29.09.2022
C47,37.63,28.46,6,272,29.09.2022
C48,13.59,18.66,6,272,29.09.2022
C49,20.1,21.97,6,272,29.09.2022
C50,19.18,32.04,6,272,29.09.2022
C51,30.14,24.31,6,272,29.09.2022
C52,17.81,21.21,6,272,29.09.2022
C53,22.19,31.16,6,272,29.09.2022
C54,16.23,24.62,6,272,29.09.2022
D55,29.36,25.18,6,272,29.09.2022
D56,27.49,22.11,6,272,29.09.2022
D57,27.45,21.86,6,272,29.09.2022
D58,25.01,17.82,6,272,29.09.2022
D59,26.28,18.93,6,272,29.09.2022
D60,,24.54,6,272,29.09.2022
D61,24.57,25.48,6,272,29.09.2022
D62,31.86,21.95,6,272,29.09.2022
D63,16.05,18.28,6,272,29.09.2022
D64,20.46,16.46,6,272,29.09.2022
D65,24.47,18.51,6,272,29.09.2022
D66,30.33,22.63,6,272,29.09.2022
D67,33.52,18.11,6,272,29.09.2022
D68,16.6,15.63,6,272,29.09.2022
D69,22.29,20.19,6,272,29.09.2022
D70,29.47,20.62,6,272,29.09.2022
D71,21.88,16.42,6,272,29.09.2022
D72,,14.93,6,272,29.09.2022
E73,31.56,17.64,6,272,29.09.2022
E74,29.81,21.59,6,272,29.09.2022
E75,25.84,,6,272,29.09.2022
E76,30.45,18.31,6,272,29.09.2022
E77,31.35,28.56,6,272,29.09.2022
E78,19.26,18.98,6,272,29.09.2022
E79,18.9,18.91,6,272,29.09.2022
E80,51.49,22.85,6,272,29.09.2022
E81,23.54,24.04,6,272,29.09.2022
E82,16.17,22.05,6,272,29.09.2022
E83,,23.17,6,272,29.09.2022
E84,24.79,20.66,6,272,29.09.2022
E85,18.28,20.9,6,272,29.09.2022
E86,27.6,20.09,6,272,29.09.2022
E87,36.38,21.99,6,272,29.09.2022
E88,20.26,25.9,6,272,29.09.2022
E89,20.99,26.18,6,272,29.09.2022
E90,18.54,25.83,6,272,29.09.2022
F100,27.48,22.53,6,272,29.09.2022
F101,13.53,18.82,6,272,29.09.2022
F102,17.02,21.38,6,272,29.09.2022
F103,20.39,19.45,6,272,29.09.2022
F104,10.64,17.73,6,272,29.09.2022
F105,29.98,16.69,6,272,29.09.2022
F106,14.33,22.31,6,272,29.09.2022
F107,16.36,22.03,6,272,29.09.2022
F108,12.27,10.71,6,272,29.09.2022
F91,,19.81,6,272,29.09.2022
F92,19.59,23.69,6,272,29.09.2022
F93,35.01,19.57,6,272,29.09.2022
F94,16.31,19.37,6,272,29.09.2022
F95,24.28,23.63,6,272,29.09.2022
F96,25.21,22.74,6,272,29.09.2022
F97,13.71,23.88,6,272,29.09.2022
F98,13.4,24.37,6,272,29.09.2022
F99,16.96,8.44,6,272,29.09.2022
G109,25.61,23.61,6,272,29.09.2022
G110,20.42,18.33,6,272,29.09.2022
G111,20.27,13.13,6,272,29.09.2022
G112,25.78,23.21,6,272,29.09.2022
G113,22,26.35,6,272,29.09.2022
G114,23.97,21.19,6,272,29.09.2022
G115,28.17,24.63,6,272,29.09.2022
G116,22.28,20.49,6,272,29.09.2022
G117,18.9,18.99,6,272,29.09.2022
G118,23.44,16.22,6,272,29.09.2022
G119,18.48,14.93,6,272,29.09.2022
G120,13.82,16.07,6,272,29.09.2022
G121,19.14,17.9,6,272,29.09.2022
G122,19.77,15.9,6,272,29.09.2022
G123,14.71,18.4,6,272,29.09.2022
G124,16.99,14.18,6,272,29.09.2022
G125,,20.42,6,272,29.09.2022
G126,17.26,18.44,6,272,29.09.2022
H127,25.24,29.42,6,272,29.09.2022
H128,27.93,18.58,6,272,29.09.2022
H129,15.06,20.02,6,272,29.09.2022
H130,17.76,24.26,6,272,29.09.2022
H131,33.59,25.39,6,272,29.09.2022
H132,18.23,14.95,6,272,29.09.2022
H133,24.78,19.78,6,272,29.09.2022
H134,32.08,26.47,6,272,29.09.2022
H135,17.46,15.1,6,272,29.09.2022
H136,33.77,24.75,6,272,29.09.2022
H137,15.41,23.74,6,272,29.09.2022
H138,15.2,22.29,6,272,29.09.2022
H139,,20.45,6,272,29.09.2022
H140,20.02,22.49,6,272,29.09.2022
H141,22.5,27.67,6,272,29.09.2022
H142,25.03,22.38,6,272,29.09.2022
H143,,25.71,6,272,29.09.2022
H144,31.9,20.51,6,272,29.09.2022
I145,24.63,20.68,6,272,29.09.2022
I146,13.83,15.66,6,272,29.09.2022
I147,15.26,21.97,6,272,29.09.2022
I148,7.5,11.04,6,272,29.09.2022
I149,17.21,18.71,6,272,29.09.2022
I150,13.29,15.22,6,272,29.09.2022
I151,20.62,16.82,6,272,29.09.2022
I152,23.57,17.18,6,272,29.09.2022
I153,20.93,21.93,6,272,29.09.2022
I154,18.61,18.1,6,272,29.09.2022
I155,25.38,16.02,6,272,29.09.2022
I156,23.48,17.9,6,272,29.09.2022
I157,,23.98,6,272,29.09.2022
I158,7.67,15.23,6,272,29.09.2022
I159,,17.56,6,272,29.09.2022
I160,23.64,19.49,6,272,29.09.2022
I161,14.84,18.59,6,272,29.09.2022
I162,,21.78,6,272,29.09.2022
J163,12.3,16.09,6,272,29.09.2022
J164,21.66,25.97,6,272,29.09.2022
J165,16.18,17.28,6,272,29.09.2022
J166,26.95,18.82,6,272,29.09.2022
J167,23.3,29.36,6,272,29.09.2022
J168,24.24,17.72,6,272,29.09.2022
J169,25.77,28.68,6,272,29.09.2022
J170,17.62,16.65,6,272,29.09.2022
J171,20.67,26.98,6,272,29.09.2022
J172,33.53,23.86,6,272,29.09.2022
J173,24.84,18,6,272,29.09.2022
J174,21.72,21.76,6,272,29.09.2022
J175,13.49,20.13,6,272,29.09.2022
J176,25.25,18.5,6,272,29.09.2022
J177,16.18,21.63,6,272,29.09.2022
J178,23.12,18.79,6,272,29.09.2022
J179,23.69,20.39,6,272,29.09.2022
J180,22.26,19.76,6,272,29.09.2022
K181,22.1,25.9,6,272,29.09.2022
K182,16.44,21.41,6,272,29.09.2022
K183,18.77,18.63,6,272,29.09.2022
K184,8.89,17.63,6,272,29.09.2022
K185,14.93,16.24,6,272,29.09.2022
K186,23.63,16.2,6,272,29.09.2022
K187,,21.29,6,272,29.09.2022
K188,23.59,21.01,6,272,29.09.2022
K189,17.84,16.67,6,272,29.09.2022
K190,9.96,,6,272,29.09.2022
K191,19.29,18.23,6,272,29.09.2022
K192,23.35,16.31,6,272,29.09.2022
K193,21.27,18.87,6,272,29.09.2022
K194,19.5,20.43,6,272,29.09.2022
K195,21.59,18.56,6,272,29.09.2022
K196,23.29,19.38,6,272,29.09.2022
K197,24.4,22.63,6,272,29.09.2022
K198,25.29,19.38,6,272,29.09.2022
A01,16.31,15.5,7,279,06.10.2022
A02,22.91,26.19,7,279,06.10.2022
A03,24.03,20.85,7,279,06.10.2022
A04,23.45,21.31,7,279,06.10.2022
A05,24.57,20.03,7,279,06.10.2022
A06,35.6,23.96,7,279,06.10.2022
A07,18.12,19.54,7,279,06.10.2022
A08,21.83,20.75,7,279,06.10.2022
A09,17.15,13.97,7,279,06.10.2022
A10,21.24,18.91,7,279,06.10.2022
A11,38.87,29.32,7,279,06.10.2022
A12,33.15,19.02,7,279,06.10.2022
A13,22.59,21.52,7,279,06.10.2022
A14,24,18.06,7,279,06.10.2022
A15,27.32,16.57,7,279,06.10.2022
A16,16.64,21.46,7,279,06.10.2022
A17,27.74,21.03,7,279,06.10.2022
A18,15.51,21.43,7,279,06.10.2022
B19,23.25,16.4,7,279,06.10.2022
B20,18.11,18.78,7,279,06.10.2022
B21,18.46,23.75,7,279,06.10.2022
B22,18.87,11.38,7,279,06.10.2022
B23,21.57,17.36,7,279,06.10.2022
B24,15.01,15.71,7,279,06.10.2022
B25,21.43,25,7,279,06.10.2022
B26,27.21,23.39,7,279,06.10.2022
B27,13.55,14.11,7,279,06.10.2022
B28,17.44,31.67,7,279,06.10.2022
B29,26.66,23.8,7,279,06.10.2022
B30,15.64,21.3,7,279,06.10.2022
B31,26.19,17.03,7,279,06.10.2022
B32,21.15,19.74,7,279,06.10.2022
B33,15.69,16.54,7,279,06.10.2022
B34,18.51,18.76,7,279,06.10.2022
B35,16.53,29.54,7,279,06.10.2022
B36,20.02,16.79,7,279,06.10.2022
C37,23.79,20.36,7,279,06.10.2022
C38,20.26,19.98,7,279,06.10.2022
C39,13.45,14.56,7,279,06.10.2022
C40,14.59,16.15,7,279,06.10.2022
C41,38.3,22.8,7,279,06.10.2022
C42,22.98,22.67,7,279,06.10.2022
C43,22.39,17.83,7,279,06.10.2022
C44,28.09,21.97,7,279,06.10.2022
C45,28.52,19.43,7,279,06.10.2022
C46,21.68,18.28,7,279,06.10.2022
C47,37.64,29.19,7,279,06.10.2022
C48,14.11,18.76,7,279,06.10.2022
C49,22.54,22.23,7,279,06.10.2022
C50,19.21,32.37,7,279,06.10.2022
C51,32.72,24.96,7,279,06.10.2022
C52,20.62,21.74,7,279,06.10.2022
C53,22.2,31.16,7,279,06.10.2022
C54,17.71,24.63,7,279,06.10.2022
D55,30.17,25.49,7,279,06.10.2022
D56,27.59,22.13,7,279,06.10.2022
D57,27.46,21.88,7,279,06.10.2022
D58,25.03,17.98,7,279,06.10.2022
D59,27.25,19.71,7,279,06.10.2022
D60,,25.3,7,279,06.10.2022
D61,24.61,25.51,7,279,06.10.2022
D62,31.87,22.61,7,279,06.10.2022
D63,17.78,18.53,7,279,06.10.2022
D64,22.56,16.49,7,279,06.10.2022
D65,27.05,18.53,7,279,06.10.2022
D66,31.01,23.11,7,279,06.10.2022
D67,34.58,18.12,7,279,06.10.2022
D68,16.86,15.97,7,279,06.10.2022
D69,22.84,20.22,7,279,06.10.2022
D70,29.48,20.63,7,279,06.10.2022
D71,23.42,17.47,7,279,06.10.2022
D72,,15.14,7,279,06.10.2022
E73,31.58,17.67,7,279,06.10.2022
E74,29.83,21.61,7,279,06.10.2022
E75,25.86,,7,279,06.10.2022
E76,30.53,19.84,7,279,06.10.2022
E77,31.42,28.58,7,279,06.10.2022
E78,20.06,18.98,7,279,06.10.2022
E79,19.91,18.93,7,279,06.10.2022
E80,51.53,22.87,7,279,06.10.2022
E81,23.55,24.04,7,279,06.10.2022
E82,18.36,22.07,7,279,06.10.2022
E83,,23.19,7,279,06.10.2022
E84,25.07,21.07,7,279,06.10.2022
E85,19.1,21.52,7,279,06.10.2022
E86,28.61,20.56,7,279,06.10.2022
E87,37.01,22.06,7,279,06.10.2022
E88,21.93,25.92,7,279,06.10.2022
E89,23.34,26.2,7,279,06.10.2022
E90,19.42,25.84,7,279,06.10.2022
F100,27.49,22.56,7,279,06.10.2022
F101,14.62,20.17,7,279,06.10.2022
F102,18.95,21.67,7,279,06.10.2022
F103,20.42,19.45,7,279,06.10.2022
F104,12.51,17.84,7,279,06.10.2022
F105,29.99,16.92,7,279,06.10.2022
F106,14.34,22.33,7,279,06.10.2022
F107,18.39,22.21,7,279,06.10.2022
F108,12.29,12.77,7,279,06.10.2022
F91,,20.02,7,279,06.10.2022
F92,20.42,23.7,7,279,06.10.2022
F93,35.77,19.59,7,279,06.10.2022
F94,16.33,19.39,7,279,06.10.2022
F95,25.41,23.92,7,279,06.10.2022
F96,26.37,22.89,7,279,06.10.2022
F97,14.37,23.96,7,279,06.10.2022
F98,14.6,24.38,7,279,06.10.2022
F99,16.99,8.69,7,279,06.10.2022
G109,26.14,23.63,7,279,06.10.2022
G110,21.06,18.34,7,279,06.10.2022
G111,20.29,13.15,7,279,06.10.2022
G112,25.78,23.53,7,279,06.10.2022
G113,22.33,26.36,7,279,06.10.2022
G114,24.15,21.93,7,279,06.10.2022
G115,29.52,24.93,7,279,06.10.2022
G116,22.3,20.8,7,279,06.10.2022
G117,18.91,19.03,7,279,06.10.2022
G118,24.76,16.73,7,279,06.10.2022
G119,18.98,15.38,7,279,06.10.2022
G120,14.35,16.09,7,279,06.10.2022
G121,21.39,17.93,7,279,06.10.2022
G122,20.68,16.32,7,279,06.10.2022
G123,16.09,18.42,7,279,06.10.2022
G124,18.57,14.95,7,279,06.10.2022
G125,,20.74,7,279,06.10.2022
G126,18.26,18.89,7,279,06.10.2022
H127,25.35,29.44,7,279,06.10.2022
H128,27.96,18.63,7,279,06.10.2022
H129,16.01,20.04,7,279,06.10.2022
H130,17.79,24.94,7,279,06.10.2022
H131,33.65,25.4,7,279,06.10.2022
H132,18.67,14.96,7,279,06.10.2022
H133,24.79,20.33,7,279,06.10.2022
H134,32.78,26.48,7,279,06.10.2022
H135,17.48,15.99,7,279,06.10.2022
H136,33.78,24.76,7,279,06.10.2022
H137,17.44,23.76,7,279,06.10.2022
H138,16.48,22.3,7,279,06.10.2022
H139,,20.46,7,279,06.10.2022
H140,20.67,22.5,7,279,06.10.2022
H141,24.23,27.68,7,279,06.10.2022
H142,25.33,22.41,7,279,06.10.2022
H143,,25.74,7,279,06.10.2022
H144,33.79,21.24,7,279,06.10.2022
I145,25.33,20.69,7,279,06.10.2022
I146,13.85,15.68,7,279,06.10.2022
I147,15.39,21.98,7,279,06.10.2022
I148,7.5,12.03,7,279,06.10.2022
I149,17.23,18.71,7,279,06.10.2022
I150,13.72,15.24,7,279,06.10.2022
I151,20.76,16.85,7,279,06.10.2022
I152,23.58,17.18,7,279,06.10.2022
I153,22.48,21.93,7,279,06.10.2022
I154,19.77,18.11,7,279,06.10.2022
I155,26.26,16.13,7,279,06.10.2022
I156,23.5,17.91,7,279,06.10.2022
I157,,24.01,7,279,06.10.2022
I158,7.67,15.24,7,279,06.10.2022
I159,,17.57,7,279,06.10.2022
I160,23.67,19.51,7,279,06.10.2022
I161,14.85,18.6,7,279,06.10.2022
I162,,21.94,7,279,06.10.2022
J163,13.34,16.43,7,279,06.10.2022
J164,22.34,25.99,7,279,06.10.2022
J165,16.44,17.29,7,279,06.10.2022
J166,28.14,21.33,7,279,06.10.2022
J167,23.33,29.39,7,279,06.10.2022
J168,24.36,17.73,7,279,06.10.2022
J169,25.78,28.69,7,279,06.10.2022
J170,17.63,16.79,7,279,06.10.2022
J171,22.74,26.99,7,279,06.10.2022
J172,33.55,23.87,7,279,06.10.2022
J173,26.32,18.77,7,279,06.10.2022
J174,21.75,21.95,7,279,06.10.2022
J175,14.44,21.48,7,279,06.10.2022
J176,25.35,18.52,7,279,06.10.2022
J177,17.84,21.64,7,279,06.10.2022
J178,23.27,19.02,7,279,06.10.2022
J179,25.1,20.52,7,279,06.10.2022
J180,24.7,19.79,7,279,06.10.2022
K181,22.3,25.92,7,279,06.10.2022
K182,16.81,21.44,7,279,06.10.2022
K183,19.98,18.86,7,279,06.10.2022
K184,8.9,17.65,7,279,06.10.2022
K185,15.27,16.26,7,279,06.10.2022
K186,23.78,16.29,7,279,06.10.2022
K187,,21.3,7,279,06.10.2022
K188,23.69,21.01,7,279,06.10.2022
K189,18.07,16.68,7,279,06.10.2022
K190,9.98,,7,279,06.10.2022
K191,20.99,18.24,7,279,06.10.2022
K192,23.61,16.33,7,279,06.10.2022
K193,21.28,18.89,7,279,06.10.2022
K194,19.51,20.44,7,279,06.10.2022
K195,22.48,19.06,7,279,06.10.2022
K196,23.48,19.8,7,279,06.10.2022
K197,24.43,22.64,7,279,06.10.2022
K198,25.3,19.97,7,279,06.10.2022
A01,17.14,15.5,8,286,13.10.2022
A02,24.24,26.21,8,286,13.10.2022
A03,24.06,21.39,8,286,13.10.2022
A04,23.54,21.35,8,286,13.10.2022
A05,25.05,20.07,8,286,13.10.2022
A06,35.63,23.97,8,286,13.10.2022
A07,18.13,19.58,8,286,13.10.2022
A08,22.88,20.77,8,286,13.10.2022
A09,17.16,14,8,286,13.10.2022
A10,21.24,18.92,8,286,13.10.2022
A11,38.91,29.35,8,286,13.10.2022
A12,33.15,19.92,8,286,13.10.2022
A13,23.58,21.55,8,286,13.10.2022
A14,24.01,18.06,8,286,13.10.2022
A15,27.33,16.6,8,286,13.10.2022
A16,17.89,21.46,8,286,13.10.2022
A17,28.89,21.06,8,286,13.10.2022
A18,17.88,21.44,8,286,13.10.2022
B19,23.28,16.42,8,286,13.10.2022
B20,18.15,18.82,8,286,13.10.2022
B21,18.47,23.78,8,286,13.10.2022
B22,19.3,11.39,8,286,13.10.2022
B23,21.58,17.37,8,286,13.10.2022
B24,15.04,15.73,8,286,13.10.2022
B25,21.52,25.31,8,286,13.10.2022
B26,27.33,23.41,8,286,13.10.2022
B27,13.73,14.14,8,286,13.10.2022
B28,17.98,31.68,8,286,13.10.2022
B29,26.79,23.8,8,286,13.10.2022
B30,16.13,21.34,8,286,13.10.2022
B31,26.34,17.05,8,286,13.10.2022
B32,21.35,20.04,8,286,13.10.2022
B33,15.73,16.55,8,286,13.10.2022
B34,18.53,18.79,8,286,13.10.2022
B35,17.5,29.54,8,286,13.10.2022
B36,21.18,16.82,8,286,13.10.2022
C37,25.98,20.38,8,286,13.10.2022
C38,21.05,20.01,8,286,13.10.2022
C39,13.49,14.85,8,286,13.10.2022
C40,14.63,16.77,8,286,13.10.2022
C41,38.32,22.81,8,286,13.10.2022
C42,23.01,22.69,8,286,13.10.2022
C43,22.42,17.85,8,286,13.10.2022
C44,28.36,21.97,8,286,13.10.2022
C45,28.55,19.43,8,286,13.10.2022
C46,21.7,18.29,8,286,13.10.2022
C47,37.67,29.19,8,286,13.10.2022
C48,15.58,18.89,8,286,13.10.2022
C49,23.44,22.28,8,286,13.10.2022
C50,19.35,32.41,8,286,13.10.2022
C51,33.16,24.98,8,286,13.10.2022
C52,21.38,21.75,8,286,13.10.2022
C53,23.07,31.17,8,286,13.10.2022
C54,19.31,24.64,8,286,13.10.2022
D55,30.18,25.57,8,286,13.10.2022
D56,27.61,22.15,8,286,13.10.2022
D57,28.62,21.92,8,286,13.10.2022
D58,25.05,17.99,8,286,13.10.2022
D59,27.28,19.75,8,286,13.10.2022
D60,,25.34,8,286,13.10.2022
D61,26.22,25.52,8,286,13.10.2022
D62,31.91,22.82,8,286,13.10.2022
D63,18.08,18.76,8,286,13.10.2022
D64,22.89,16.92,8,286,13.10.2022
D65,28.06,19.93,8,286,13.10.2022
D66,31.1,23.14,8,286,13.10.2022
D67,34.59,18.14,8,286,13.10.2022
D68,16.96,16.24,8,286,13.10.2022
D69,23.1,20.25,8,286,13.10.2022
D70,29.5,20.67,8,286,13.10.2022
D71,23.42,17.48,8,286,13.10.2022
D72,,15.16,8,286,13.10.2022
E73,31.59,17.7,8,286,13.10.2022
E74,29.84,21.64,8,286,13.10.2022
E75,25.86,,8,286,13.10.2022
E76,30.54,19.85,8,286,13.10.2022
E77,31.42,28.58,8,286,13.10.2022
E78,21.05,19.01,8,286,13.10.2022
E79,21.68,19.06,8,286,13.10.2022
E80,51.58,22.89,8,286,13.10.2022
E81,23.57,24.05,8,286,13.10.2022
E82,20.26,22.15,8,286,13.10.2022
E83,,23.23,8,286,13.10.2022
E84,25.75,21.09,8,286,13.10.2022
E85,19.99,21.54,8,286,13.10.2022
E86,29.58,20.73,8,286,13.10.2022
E87,37.03,22.1,8,286,13.10.2022
E88,22.77,26.07,8,286,13.10.2022
E89,23.34,26.2,8,286,13.10.2022
E90,22.06,25.86,8,286,13.10.2022
F100,27.51,22.56,8,286,13.10.2022
F101,15.24,20.17,8,286,13.10.2022
F102,19.72,21.69,8,286,13.10.2022
F103,20.46,19.47,8,286,13.10.2022
F104,13.82,17.88,8,286,13.10.2022
F105,29.99,16.97,8,286,13.10.2022
F106,14.35,22.45,8,286,13.10.2022
F107,18.4,22.4,8,286,13.10.2022
F108,12.31,12.85,8,286,13.10.2022
F91,,20.1,8,286,13.10.2022
F92,20.62,23.72,8,286,13.10.2022
F93,35.8,19.64,8,286,13.10.2022
F94,16.33,19.42,8,286,13.10.2022
F95,25.42,23.94,8,286,13.10.2022
F96,27.41,23.12,8,286,13.10.2022
F97,14.62,23.96,8,286,13.10.2022
F98,15.24,24.4,8,286,13.10.2022
F99,17.01,8.7,8,286,13.10.2022
G109,26.82,23.63,8,286,13.10.2022
G110,21.34,18.53,8,286,13.10.2022
G111,20.33,13.17,8,286,13.10.2022
G112,25.84,23.55,8,286,13.10.2022
G113,22.66,26.59,8,286,13.10.2022
G114,24.15,21.95,8,286,13.10.2022
G115,29.53,25.56,8,286,13.10.2022
G116,22.31,20.83,8,286,13.10.2022
G117,18.93,19.08,8,286,13.10.2022
G118,24.95,16.75,8,286,13.10.2022
G119,19.89,15.39,8,286,13.10.2022
G120,14.37,16.12,8,286,13.10.2022
G121,21.5,17.93,8,286,13.10.2022
G122,21.35,16.4,8,286,13.10.2022
G123,17.72,18.44,8,286,13.10.2022
G124,19.75,14.98,8,286,13.10.2022
G125,,20.77,8,286,13.10.2022
G126,19.82,19.37,8,286,13.10.2022
H127,27.56,29.45,8,286,13.10.2022
H128,28.07,18.66,8,286,13.10.2022
H129,16.86,20.05,8,286,13.10.2022
H130,17.83,24.98,8,286,13.10.2022
H131,33.69,25.42,8,286,13.10.2022
H132,18.68,15,8,286,13.10.2022
H133,24.8,20.36,8,286,13.10.2022
H134,32.78,26.49,8,286,13.10.2022
H135,17.53,16,8,286,13.10.2022
H136,33.79,24.79,8,286,13.10.2022
H137,18.48,23.77,8,286,13.10.2022
H138,18.05,22.34,8,286,13.10.2022
H139,,20.5,8,286,13.10.2022
H140,20.68,22.54,8,286,13.10.2022
H141,26,27.71,8,286,13.10.2022
H142,25.49,22.45,8,286,13.10.2022
H143,,25.76,8,286,13.10.2022
H144,33.79,21.71,8,286,13.10.2022
I145,25.36,20.71,8,286,13.10.2022
I146,13.86,15.71,8,286,13.10.2022
I147,15.39,21.98,8,286,13.10.2022
I148,7.51,12.07,8,286,13.10.2022
I149,17.25,18.74,8,286,13.10.2022
I150,13.73,15.27,8,286,13.10.2022
I151,20.8,16.88,8,286,13.10.2022
I152,23.61,17.19,8,286,13.10.2022
I153,22.5,22.11,8,286,13.10.2022
I154,19.8,18.14,8,286,13.10.2022
I155,26.27,16.16,8,286,13.10.2022
I156,23.51,17.92,8,286,13.10.2022
I157,,24.04,8,286,13.10.2022
I158,7.7,15.26,8,286,13.10.2022
I159,,17.59,8,286,13.10.2022
I160,23.68,19.52,8,286,13.10.2022
I161,14.88,18.62,8,286,13.10.2022
I162,,21.94,8,286,13.10.2022
J163,14.2,17.16,8,286,13.10.2022
J164,23.26,25.99,8,286,13.10.2022
J165,16.56,17.3,8,286,13.10.2022
J166,29.93,22.63,8,286,13.10.2022
J167,23.36,29.42,8,286,13.10.2022
J168,24.39,17.75,8,286,13.10.2022
J169,25.83,28.69,8,286,13.10.2022
J170,18.63,16.8,8,286,13.10.2022
J171,22.75,27.01,8,286,13.10.2022
J172,33.59,23.91,8,286,13.10.2022
J173,26.34,18.87,8,286,13.10.2022
J174,21.78,21.97,8,286,13.10.2022
J175,16.14,21.5,8,286,13.10.2022
J176,25.37,18.54,8,286,13.10.2022
J177,20.15,21.65,8,286,13.10.2022
J178,24.11,19.98,8,286,13.10.2022
J179,25.11,20.53,8,286,13.10.2022
J180,24.73,19.81,8,286,13.10.2022
K181,22.32,25.93,8,286,13.10.2022
K182,16.83,21.47,8,286,13.10.2022
K183,20.65,18.92,8,286,13.10.2022
K184,9.33,17.67,8,286,13.10.2022
K185,16.2,16.34,8,286,13.10.2022
K186,23.81,16.29,8,286,13.10.2022
K187,,21.31,8,286,13.10.2022
K188,24.45,21.32,8,286,13.10.2022
K189,18.41,16.71,8,286,13.10.2022
K190,10.01,,8,286,13.10.2022
K191,21,18.27,8,286,13.10.2022
K192,23.64,16.44,8,286,13.10.2022
K193,21.31,18.96,8,286,13.10.2022
K194,19.53,20.47,8,286,13.10.2022
K195,22.86,19.07,8,286,13.10.2022
K196,23.49,19.84,8,286,13.10.2022
K197,24.48,22.65,8,286,13.10.2022
K198,25.32,19.99,8,286,13.10.2022
A01,17.21,15.51,9,293,20.10.2022
A02,24.3,26.23,9,293,20.10.2022
A03,24.07,21.42,9,293,20.10.2022
A04,23.57,21.35,9,293,20.10.2022
A05,25.63,20.09,9,293,20.10.2022
A06,35.66,24,9,293,20.10.2022
A07,18.15,19.6,9,293,20.10.2022
A08,23.18,20.79,9,293,20.10.2022
A09,17.17,14,9,293,20.10.2022
A10,21.25,18.95,9,293,20.10.2022
A11,38.93,29.37,9,293,20.10.2022
A12,33.18,19.97,9,293,20.10.2022
A13,24.1,21.57,9,293,20.10.2022
A14,24.03,18.08,9,293,20.10.2022
A15,27.34,16.62,9,293,20.10.2022
A16,18.47,21.49,9,293,20.10.2022
A17,28.93,21.07,9,293,20.10.2022
A18,19.21,21.45,9,293,20.10.2022
B19,23.29,16.46,9,293,20.10.2022
B20,18.15,18.85,9,293,20.10.2022
B21,18.49,23.82,9,293,20.10.2022
B22,19.3,11.43,9,293,20.10.2022
B23,21.61,17.38,9,293,20.10.2022
B24,15.06,15.77,9,293,20.10.2022
B25,21.55,25.48,9,293,20.10.2022
B26,27.33,23.45,9,293,20.10.2022
B27,13.78,14.14,9,293,20.10.2022
B28,18.25,31.68,9,293,20.10.2022
B29,26.86,23.83,9,293,20.10.2022
B30,16.71,21.37,9,293,20.10.2022
B31,26.36,17.06,9,293,20.10.2022
B32,21.41,20.05,9,293,20.10.2022
B33,15.76,16.57,9,293,20.10.2022
B34,18.57,18.81,9,293,20.10.2022
B35,18.11,29.54,9,293,20.10.2022
B36,21.6,16.82,9,293,20.10.2022
C37,26.12,20.4,9,293,20.10.2022
C38,21.15,20.02,9,293,20.10.2022
C39,13.52,14.9,9,293,20.10.2022
C40,14.63,16.83,9,293,20.10.2022
C41,38.32,22.82,9,293,20.10.2022
C42,23.03,22.69,9,293,20.10.2022
C43,22.43,17.87,9,293,20.10.2022
C44,28.49,22.01,9,293,20.10.2022
C45,28.59,19.44,9,293,20.10.2022
C46,21.72,18.31,9,293,20.10.2022
C47,37.68,29.2,9,293,20.10.2022
C48,16.87,18.91,9,293,20.10.2022
C49,23.69,22.31,9,293,20.10.2022
C50,19.38,32.44,9,293,20.10.2022
C51,33.24,25.02,9,293,20.10.2022
C52,22.61,21.79,9,293,20.10.2022
C53,24.07,31.2,9,293,20.10.2022
C54,19.98,24.67,9,293,20.10.2022
D55,30.19,25.57,9,293,20.10.2022
D56,27.62,22.17,9,293,20.10.2022
D57,28.7,21.92,9,293,20.10.2022
D58,25.06,18.01,9,293,20.10.2022
D59,27.29,19.76,9,293,20.10.2022
D60,,25.37,9,293,20.10.2022
D61,26.34,25.56,9,293,20.10.2022
D62,31.95,22.87,9,293,20.10.2022
D63,18.14,18.8,9,293,20.10.2022
D64,23.01,17,9,293,20.10.2022
D65,28.56,20.07,9,293,20.10.2022
D66,31.16,23.17,9,293,20.10.2022
D67,34.6,18.18,9,293,20.10.2022
D68,16.99,16.27,9,293,20.10.2022
D69,23.13,20.27,9,293,20.10.2022
